Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",353825,"(+/- 4511 )",387825,"(+/- 5116 )",391518,"(+/- 7626 )",377881,"(+/- 4767 )",411618,"(+/- 6721 )",393102,"(+/- 5789 )",329552,"(+/- 3853 )",314803,"(+/- 4327 )"
Workers,Occupation,"Management, business, science, and arts occupations",130105,"(+/- 4912 )",161046,"(+/- 5121 )",189764,"(+/- 5662 )",169530,"(+/- 4296 )",197544,"(+/- 6105 )",143432,"(+/- 5813 )",111739,"(+/- 3720 )",105236,"(+/- 3711 )"
Workers,Occupation,"Service occupations",58368,"(+/- 3306 )",61861,"(+/- 3390 )",49361,"(+/- 4079 )",68097,"(+/- 3843 )",70539,"(+/- 4231 )",61520,"(+/- 3433 )",55649,"(+/- 2914 )",63482,"(+/- 3157 )"
Workers,Occupation,"Sales and office occupations",71357,"(+/- 3150 )",89174,"(+/- 4305 )",96495,"(+/- 4402 )",81748,"(+/- 4215 )",84477,"(+/- 3645 )",89339,"(+/- 4266 )",66885,"(+/- 2858 )",67871,"(+/- 3332 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33402,"(+/- 1985 )",29823,"(+/- 2374 )",18743,"(+/- 1742 )",19459,"(+/- 2380 )",18877,"(+/- 2174 )",41655,"(+/- 3027 )",40451,"(+/- 2209 )",35149,"(+/- 2145 )"
Workers,Occupation,"Production, transportation, and material moving occupations",60593,"(+/- 3298 )",45921,"(+/- 3163 )",37155,"(+/- 3448 )",39047,"(+/- 2917 )",40181,"(+/- 3070 )",57156,"(+/- 3037 )",54828,"(+/- 2515 )",43065,"(+/- 2450 )"
Workers,Industry,"Civilian employed population 16 years and over",353825,"(+/- 4511 )",387825,"(+/- 5116 )",391518,"(+/- 7626 )",377881,"(+/- 4767 )",411618,"(+/- 6721 )",393102,"(+/- 5789 )",329552,"(+/- 3853 )",314803,"(+/- 4327 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",13249,"(+/- 1434 )",4510,"(+/- 1019 )",1743,"(+/- 532 )",1554,"(+/- 704 )",1058,"(+/- 427 )",5068,"(+/- 1139 )",20839,"(+/- 1669 )",8246,"(+/- 1039 )"
Workers,Industry,Construction,21168,"(+/- 1842 )",21967,"(+/- 1943 )",15985,"(+/- 1810 )",17309,"(+/- 2125 )",17268,"(+/- 1812 )",34103,"(+/- 2434 )",25156,"(+/- 1586 )",26901,"(+/- 1860 )"
Workers,Industry,Manufacturing,57504,"(+/- 3231 )",52752,"(+/- 3218 )",57126,"(+/- 4040 )",43706,"(+/- 2663 )",41484,"(+/- 3168 )",60741,"(+/- 3631 )",49632,"(+/- 2147 )",33137,"(+/- 2286 )"
Workers,Industry,"Wholesale trade",10124,"(+/- 1485 )",11121,"(+/- 1914 )",13941,"(+/- 1688 )",9498,"(+/- 1605 )",10140,"(+/- 1450 )",11074,"(+/- 1713 )",10747,"(+/- 1225 )",7003,"(+/- 1227 )"
Workers,Industry,"Retail trade",38919,"(+/- 2823 )",43563,"(+/- 2906 )",44518,"(+/- 3245 )",37669,"(+/- 3433 )",42095,"(+/- 3349 )",44744,"(+/- 3550 )",37261,"(+/- 2079 )",36866,"(+/- 2469 )"
Workers,Industry,"Transportation and warehousing, and utilities",14091,"(+/- 1476 )",22063,"(+/- 2363 )",15875,"(+/- 2331 )",16315,"(+/- 2330 )",17091,"(+/- 2105 )",21251,"(+/- 1678 )",14918,"(+/- 1317 )",14688,"(+/- 1419 )"
Workers,Industry,Information,5539,"(+/- 965 )",9659,"(+/- 1403 )",6012,"(+/- 1270 )",7673,"(+/- 1277 )",9106,"(+/- 1486 )",5094,"(+/- 1018 )",4551,"(+/- 809 )",3347,"(+/- 770 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",15233,"(+/- 1425 )",30722,"(+/- 2134 )",43048,"(+/- 3173 )",29799,"(+/- 2652 )",35255,"(+/- 3067 )",25222,"(+/- 2485 )",15676,"(+/- 1441 )",16508,"(+/- 1780 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",17805,"(+/- 1724 )",41133,"(+/- 2854 )",53193,"(+/- 3290 )",43409,"(+/- 2950 )",61021,"(+/- 3604 )",35338,"(+/- 2906 )",17756,"(+/- 1564 )",23280,"(+/- 1898 )"
Workers,Industry,"Educational services, and health care and social assistance",111236,"(+/- 4008 )",86298,"(+/- 4077 )",88715,"(+/- 4156 )",101351,"(+/- 4571 )",104819,"(+/- 4735 )",90248,"(+/- 4609 )",85253,"(+/- 3029 )",85149,"(+/- 2740 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24988,"(+/- 2380 )",31601,"(+/- 2563 )",27315,"(+/- 2862 )",35945,"(+/- 3366 )",43210,"(+/- 3268 )",26478,"(+/- 2965 )",20332,"(+/- 1691 )",31312,"(+/- 2264 )"
Workers,Industry,"Other services, except public administration",14261,"(+/- 1464 )",17045,"(+/- 2088 )",14155,"(+/- 1554 )",16092,"(+/- 2012 )",16869,"(+/- 1684 )",18783,"(+/- 2148 )",14811,"(+/- 1466 )",12593,"(+/- 1453 )"
Workers,Industry,"Public administration",9708,"(+/- 1228 )",15391,"(+/- 2066 )",9892,"(+/- 1871 )",17561,"(+/- 1955 )",12202,"(+/- 1692 )",14958,"(+/- 1780 )",12620,"(+/- 1391 )",15773,"(+/- 1220 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",353825,"(+/- 4511 )",387825,"(+/- 5116 )",391518,"(+/- 7626 )",377881,"(+/- 4767 )",411618,"(+/- 6721 )",393102,"(+/- 5789 )",329552,"(+/- 3853 )",314803,"(+/- 4327 )"
Workers,"Class of Worker","Private wage and salary workers",295686,"(+/- 4647 )",328764,"(+/- 5631 )",337854,"(+/- 7327 )",310354,"(+/- 5768 )",345572,"(+/- 6192 )",330802,"(+/- 6371 )",258370,"(+/- 3903 )",250841,"(+/- 4781 )"
Workers,"Class of Worker","Government workers",36335,"(+/- 2309 )",43079,"(+/- 3030 )",35802,"(+/- 3039 )",48710,"(+/- 3405 )",48073,"(+/- 3570 )",43117,"(+/- 2780 )",45293,"(+/- 2544 )",45496,"(+/- 2267 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21326,"(+/- 1548 )",15532,"(+/- 1835 )",17555,"(+/- 1775 )",18447,"(+/- 2106 )",17594,"(+/- 1914 )",18856,"(+/- 2062 )",25352,"(+/- 1403 )",18080,"(+/- 1662 )"
Workers,"Class of Worker","Unpaid family workers",478,"(+/- 177 )",450,"(+/- 324 )",307,"(+/- 240 )",370,"(+/- 256 )",379,"(+/- 171 )",327,"(+/- 204 )",537,"(+/- 200 )",386,"(+/- 138 )"
Housing,"Housing Occupancy","Total housing units",292250,"(+/- 1275 )",272142,"(+/- 1396 )",290315,"(+/- 3805 )",284463,"(+/- 1626 )",314890,"(+/- 3864 )",273331,"(+/- 2435 )",332597,"(+/- 1395 )",377738,"(+/- 1301 )"
Housing,"Housing Occupancy","Occupied housing units",265922,"(+/- 3142 )",261322,"(+/- 2067 )",277717,"(+/- 3739 )",271708,"(+/- 2911 )",298856,"(+/- 4591 )",257102,"(+/- 3234 )",262582,"(+/- 2819 )",267002,"(+/- 2867 )"
Housing,"Housing Occupancy","Vacant housing units",26328,"(+/- 2923 )",10820,"(+/- 1808 )",12598,"(+/- 2225 )",12755,"(+/- 2212 )",16034,"(+/- 2499 )",16229,"(+/- 2379 )",70015,"(+/- 2745 )",110736,"(+/- 2689 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.4 )",0.9,"(+/- 0.4 )",0.7,"(+/- 0.3 )",0.9,"(+/- 0.5 )",1.1,"(+/- 0.5 )",1.2,"(+/- 0.5 )",1.0,"(+/- 0.3 )",1.2,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.8,"(+/- 1.6 )",2.1,"(+/- 1.0 )",4.3,"(+/- 1.6 )",2.7,"(+/- 1.1 )",3.7,"(+/- 1.0 )",3.1,"(+/- 1.6 )",7.6,"(+/- 1.4 )",5.8,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",265922,"(+/- 3142 )",261322,"(+/- 2067 )",277717,"(+/- 3739 )",271708,"(+/- 2911 )",298856,"(+/- 4591 )",257102,"(+/- 3234 )",262582,"(+/- 2819 )",267002,"(+/- 2867 )"
Housing,"Housing Tenure",Owner-occupied,197569,"(+/- 2973 )",198148,"(+/- 2941 )",210420,"(+/- 3741 )",173768,"(+/- 3258 )",158267,"(+/- 4091 )",209508,"(+/- 3835 )",193842,"(+/- 3141 )",206072,"(+/- 3252 )"
Housing,"Housing Tenure",Renter-occupied,68353,"(+/- 2813 )",63174,"(+/- 3048 )",67297,"(+/- 3062 )",97940,"(+/- 3722 )",140589,"(+/- 4356 )",47594,"(+/- 2929 )",68740,"(+/- 2755 )",60930,"(+/- 2694 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,"(+/- 0.03 )",2.79,"(+/- 0.03 )",2.68,"(+/- 0.04 )",2.67,"(+/- 0.04 )",2.45,"(+/- 0.05 )",2.80,"(+/- 0.03 )",2.59,"(+/- 0.03 )",2.52,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.17,"(+/- 0.07 )",2.22,"(+/- 0.08 )",2.15,"(+/- 0.09 )",2.37,"(+/- 0.06 )",2.22,"(+/- 0.06 )",2.40,"(+/- 0.09 )",2.07,"(+/- 0.07 )",2.08,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",265922,"(+/- 3142 )",261322,"(+/- 2067 )",277717,"(+/- 3739 )",271708,"(+/- 2911 )",298856,"(+/- 4591 )",257102,"(+/- 3234 )",262582,"(+/- 2819 )",267002,"(+/- 2867 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",68462,"(+/- 3483 )",65865,"(+/- 3488 )",72790,"(+/- 3546 )",84445,"(+/- 3770 )",111968,"(+/- 4305 )",58705,"(+/- 3233 )",66250,"(+/- 2964 )",63444,"(+/- 2605 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",56736,"(+/- 2938 )",58776,"(+/- 3317 )",60604,"(+/- 3244 )",59605,"(+/- 3240 )",65488,"(+/- 3421 )",57467,"(+/- 3227 )",52070,"(+/- 2438 )",56279,"(+/- 2499 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",64887,"(+/- 2795 )",68500,"(+/- 3187 )",62319,"(+/- 3264 )",56922,"(+/- 2969 )",56009,"(+/- 3034 )",69027,"(+/- 2891 )",66187,"(+/- 2183 )",68254,"(+/- 2608 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33965,"(+/- 1967 )",36416,"(+/- 2063 )",41742,"(+/- 2649 )",34670,"(+/- 2368 )",30913,"(+/- 1942 )",39876,"(+/- 2917 )",34917,"(+/- 1517 )",37260,"(+/- 2110 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",19230,"(+/- 1420 )",16661,"(+/- 1588 )",23915,"(+/- 2077 )",19041,"(+/- 1881 )",16629,"(+/- 1412 )",16996,"(+/- 1406 )",18733,"(+/- 1576 )",18930,"(+/- 1353 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",22642,"(+/- 1444 )",15104,"(+/- 1236 )",16347,"(+/- 1651 )",17025,"(+/- 1311 )",17849,"(+/- 1657 )",15031,"(+/- 1454 )",24425,"(+/- 1277 )",22835,"(+/- 1585 )"
Housing,Value,"Owner-occupied units",197569,"(+/- 2973 )",198148,"(+/- 2941 )",210420,"(+/- 3741 )",173768,"(+/- 3258 )",158267,"(+/- 4091 )",209508,"(+/- 3835 )",193842,"(+/- 3141 )",206072,"(+/- 3252 )"
Housing,Value,"Less than $50,000",12795,"(+/- 1223 )",5196,"(+/- 820 )",3125,"(+/- 812 )",5079,"(+/- 969 )",2907,"(+/- 650 )",6999,"(+/- 1077 )",17702,"(+/- 1424 )",12642,"(+/- 1354 )"
Housing,Value,"$50,000 to $99,999",29326,"(+/- 1874 )",5811,"(+/- 1062 )",4274,"(+/- 1004 )",5027,"(+/- 920 )",5459,"(+/- 930 )",6286,"(+/- 1134 )",36919,"(+/- 1943 )",29331,"(+/- 1917 )"
Housing,Value,"$100,000 to $149,999",36527,"(+/- 2000 )",11875,"(+/- 1158 )",11665,"(+/- 1385 )",13404,"(+/- 1447 )",14102,"(+/- 1549 )",18233,"(+/- 2205 )",35550,"(+/- 1940 )",38606,"(+/- 2322 )"
Housing,Value,"$150,000 to $199,999",40891,"(+/- 2202 )",32313,"(+/- 2222 )",28446,"(+/- 2182 )",33233,"(+/- 1979 )",33070,"(+/- 2120 )",44039,"(+/- 2913 )",33648,"(+/- 1783 )",41044,"(+/- 2459 )"
Housing,Value,"$200,000 to $299,999",42632,"(+/- 2072 )",68655,"(+/- 2836 )",60756,"(+/- 3120 )",56623,"(+/- 2551 )",53692,"(+/- 2680 )",73721,"(+/- 2956 )",37102,"(+/- 1824 )",48032,"(+/- 1971 )"
Housing,Value,"$300,000 to $499,999",27192,"(+/- 1428 )",58137,"(+/- 2343 )",64509,"(+/- 3279 )",45058,"(+/- 1978 )",32890,"(+/- 2023 )",48676,"(+/- 2561 )",23832,"(+/- 1460 )",27693,"(+/- 1548 )"
Housing,Value,"$500,000 to $999,999",6855,"(+/- 703 )",14211,"(+/- 1409 )",31232,"(+/- 2175 )",13621,"(+/- 1328 )",13003,"(+/- 1349 )",10328,"(+/- 1235 )",7528,"(+/- 737 )",7880,"(+/- 964 )"
Housing,Value,"$1,000,000 or more",1351,"(+/- 362 )",1950,"(+/- 617 )",6413,"(+/- 898 )",1723,"(+/- 491 )",3144,"(+/- 625 )",1226,"(+/- 417 )",1561,"(+/- 335 )",844,"(+/- 210 )"
Housing,Value,"Median (dollars)",172200,"(+/- 2720 )",263900,"(+/- 3421 )",294500,"(+/- 4691 )",248000,"(+/- 3695 )",235200,"(+/- 2525 )",235400,"(+/- 3034 )",158300,"(+/- 2486 )",174100,"(+/- 2743 )"
Housing,"Mortgage Status","Owner-occupied units",197569,"(+/- 2973 )",198148,"(+/- 2941 )",210420,"(+/- 3741 )",173768,"(+/- 3258 )",158267,"(+/- 4091 )",209508,"(+/- 3835 )",193842,"(+/- 3141 )",206072,"(+/- 3252 )"
Housing,"Mortgage Status","Housing units with a mortgage",120467,"(+/- 3074 )",144562,"(+/- 2979 )",152272,"(+/- 3366 )",118901,"(+/- 3217 )",111630,"(+/- 3762 )",154441,"(+/- 3742 )",110896,"(+/- 2625 )",125724,"(+/- 3472 )"
Housing,"Mortgage Status","Housing units without a mortgage",77102,"(+/- 3107 )",53586,"(+/- 2316 )",58148,"(+/- 2328 )",54867,"(+/- 2747 )",46637,"(+/- 2983 )",55067,"(+/- 2653 )",82946,"(+/- 2300 )",80348,"(+/- 2571 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",120467,"(+/- 3074 )",144562,"(+/- 2979 )",152272,"(+/- 3366 )",118901,"(+/- 3217 )",111630,"(+/- 3762 )",154441,"(+/- 3742 )",110896,"(+/- 2625 )",125724,"(+/- 3472 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1827,"(+/- 368 )",1156,"(+/- 472 )",531,"(+/- 335 )",719,"(+/- 357 )",630,"(+/- 339 )",1150,"(+/- 479 )",2757,"(+/- 627 )",3094,"(+/- 541 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",33335,"(+/- 1982 )",14685,"(+/- 1668 )",12442,"(+/- 1654 )",12674,"(+/- 1686 )",12167,"(+/- 1546 )",18188,"(+/- 1916 )",34946,"(+/- 1601 )",32972,"(+/- 1904 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",42490,"(+/- 2344 )",41412,"(+/- 2542 )",36776,"(+/- 2443 )",38387,"(+/- 2715 )",37152,"(+/- 2579 )",52959,"(+/- 3061 )",39700,"(+/- 2026 )",47189,"(+/- 2206 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",24592,"(+/- 1953 )",41176,"(+/- 2665 )",38384,"(+/- 2776 )",31536,"(+/- 1914 )",31116,"(+/- 2186 )",46174,"(+/- 3003 )",21085,"(+/- 1409 )",25398,"(+/- 1538 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",10259,"(+/- 977 )",25424,"(+/- 2139 )",26571,"(+/- 2422 )",18166,"(+/- 1632 )",14275,"(+/- 1457 )",18784,"(+/- 1888 )",6871,"(+/- 911 )",9832,"(+/- 1015 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4175,"(+/- 780 )",10961,"(+/- 1343 )",14054,"(+/- 1641 )",8578,"(+/- 1126 )",6902,"(+/- 952 )",9885,"(+/- 1503 )",2902,"(+/- 504 )",3797,"(+/- 656 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3789,"(+/- 539 )",9748,"(+/- 1369 )",23514,"(+/- 1917 )",8841,"(+/- 1278 )",9388,"(+/- 1160 )",7301,"(+/- 1207 )",2635,"(+/- 471 )",3442,"(+/- 674 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1279,"(+/- 25 )",1665,"(+/- 24 )",1844,"(+/- 31 )",1606,"(+/- 29 )",1579,"(+/- 29 )",1549,"(+/- 25 )",1203,"(+/- 16 )",1258,"(+/- 22 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",77102,"(+/- 3107 )",53586,"(+/- 2316 )",58148,"(+/- 2328 )",54867,"(+/- 2747 )",46637,"(+/- 2983 )",55067,"(+/- 2653 )",82946,"(+/- 2300 )",80348,"(+/- 2571 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",7496,"(+/- 931 )",2337,"(+/- 610 )",1858,"(+/- 632 )",1990,"(+/- 644 )",1187,"(+/- 407 )",3170,"(+/- 643 )",8403,"(+/- 922 )",10940,"(+/- 1135 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",21485,"(+/- 1680 )",7395,"(+/- 875 )",6530,"(+/- 1130 )",7921,"(+/- 1065 )",6594,"(+/- 919 )",11219,"(+/- 1404 )",26016,"(+/- 1364 )",25135,"(+/- 1490 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",29473,"(+/- 1999 )",21943,"(+/- 1875 )",19629,"(+/- 1774 )",21261,"(+/- 1552 )",18176,"(+/- 1695 )",23455,"(+/- 2098 )",30716,"(+/- 1562 )",28330,"(+/- 1759 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11991,"(+/- 1288 )",13639,"(+/- 1529 )",15430,"(+/- 1556 )",13805,"(+/- 1253 )",10816,"(+/- 1182 )",11377,"(+/- 1193 )",11055,"(+/- 957 )",10153,"(+/- 1006 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4300,"(+/- 643 )",5082,"(+/- 831 )",7523,"(+/- 1264 )",5741,"(+/- 903 )",4054,"(+/- 779 )",3282,"(+/- 854 )",4430,"(+/- 569 )",3611,"(+/- 517 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2357,"(+/- 397 )",3190,"(+/- 601 )",7178,"(+/- 1065 )",4149,"(+/- 910 )",5810,"(+/- 1092 )",2564,"(+/- 608 )",2326,"(+/- 347 )",2179,"(+/- 535 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",456,"(+/- 9 )",558,"(+/- 11 )",612,"(+/- 20 )",563,"(+/- 12 )",574,"(+/- 11 )",506,"(+/- 13 )",440,"(+/- 7 )",425,"(+/- 8 )"
Housing,"Gross Rent","Occupied units paying rent",64767,"(+/- 2924 )",61586,"(+/- 3062 )",66077,"(+/- 2987 )",95669,"(+/- 3765 )",137194,"(+/- 4328 )",45996,"(+/- 2834 )",62874,"(+/- 2839 )",56389,"(+/- 2648 )"
Housing,"Gross Rent","Less than $500",11522,"(+/- 1452 )",4523,"(+/- 895 )",3548,"(+/- 921 )",9836,"(+/- 1309 )",14747,"(+/- 2172 )",3702,"(+/- 869 )",17748,"(+/- 1764 )",13947,"(+/- 1266 )"
Housing,"Gross Rent","$500 to $999",35078,"(+/- 2226 )",22411,"(+/- 2388 )",16159,"(+/- 2011 )",36438,"(+/- 2546 )",52385,"(+/- 3162 )",24423,"(+/- 2015 )",33560,"(+/- 2143 )",29553,"(+/- 2214 )"
Housing,"Gross Rent","$1,000 to $1,499",12489,"(+/- 1726 )",21385,"(+/- 2355 )",29910,"(+/- 2819 )",32752,"(+/- 2437 )",43971,"(+/- 2759 )",12406,"(+/- 1700 )",8359,"(+/- 1204 )",9088,"(+/- 1210 )"
Housing,"Gross Rent","$1,500 to $1,999",4165,"(+/- 931 )",10591,"(+/- 1908 )",10850,"(+/- 1903 )",11861,"(+/- 1511 )",18566,"(+/- 1922 )",4065,"(+/- 1081 )",1844,"(+/- 572 )",2657,"(+/- 693 )"
Housing,"Gross Rent","$2,000 to $2,499",595,"(+/- 253 )",2206,"(+/- 698 )",3938,"(+/- 1134 )",2970,"(+/- 831 )",4886,"(+/- 840 )",1106,"(+/- 633 )",486,"(+/- 290 )",778,"(+/- 379 )"
Housing,"Gross Rent","$2,500 to $2,999",202,"(+/- 171 )",251,"(+/- 260 )",1189,"(+/- 410 )",539,"(+/- 269 )",1823,"(+/- 775 )",135,"(+/- 159 )",227,"(+/- 210 )",173,"(+/- 138 )"
Housing,"Gross Rent","$3,000 or more",716,"(+/- 374 )",219,"(+/- 177 )",483,"(+/- 328 )",1273,"(+/- 705 )",816,"(+/- 409 )",159,"(+/- 264 )",650,"(+/- 353 )",193,"(+/- 147 )"
Housing,"Gross Rent","Median (dollars)",770,"(+/- 24 )",1084,"(+/- 42 )",1204,"(+/- 27 )",1020,"(+/- 27 )",1014,"(+/- 26 )",896,"(+/- 26 )",663,"(+/- 20 )",746,"(+/- 18 )"
Housing,"Gross Rent","No rent paid",3586,"(+/- 603 )",1588,"(+/- 504 )",1220,"(+/- 705 )",2271,"(+/- 600 )",3395,"(+/- 1062 )",1598,"(+/- 693 )",5866,"(+/- 761 )",4541,"(+/- 823 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",265922,"(+/- 3142 )",261322,"(+/- 2067 )",277717,"(+/- 3739 )",271708,"(+/- 2911 )",298856,"(+/- 4591 )",257102,"(+/- 3234 )",262582,"(+/- 2819 )",267002,"(+/- 2867 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",12552,"(+/- 1471 )",8395,"(+/- 1388 )",7897,"(+/- 1242 )",13397,"(+/- 1916 )",18489,"(+/- 2084 )",7150,"(+/- 1132 )",14732,"(+/- 1407 )",14082,"(+/- 1416 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",10188,"(+/- 1399 )",5696,"(+/- 1216 )",5695,"(+/- 1075 )",9400,"(+/- 1394 )",12998,"(+/- 1791 )",6144,"(+/- 1083 )",15245,"(+/- 1688 )",13170,"(+/- 1367 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",23641,"(+/- 2083 )",13601,"(+/- 1714 )",14618,"(+/- 1684 )",19993,"(+/- 2245 )",25223,"(+/- 2378 )",14620,"(+/- 1352 )",25439,"(+/- 1820 )",28019,"(+/- 2051 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",25934,"(+/- 1805 )",17858,"(+/- 2142 )",15419,"(+/- 2037 )",21729,"(+/- 2203 )",25686,"(+/- 2234 )",16178,"(+/- 1780 )",23178,"(+/- 1495 )",26311,"(+/- 1644 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",33812,"(+/- 2148 )",26806,"(+/- 2778 )",27368,"(+/- 1990 )",31783,"(+/- 2326 )",39149,"(+/- 3201 )",28736,"(+/- 2232 )",39453,"(+/- 2076 )",36983,"(+/- 2073 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",53590,"(+/- 2651 )",45338,"(+/- 2906 )",45263,"(+/- 2759 )",50537,"(+/- 2669 )",50900,"(+/- 3053 )",47413,"(+/- 3134 )",52978,"(+/- 2261 )",53927,"(+/- 2587 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",37213,"(+/- 2143 )",39010,"(+/- 2916 )",36055,"(+/- 2447 )",36230,"(+/- 2602 )",39214,"(+/- 2487 )",42039,"(+/- 3252 )",36167,"(+/- 1970 )",36130,"(+/- 1919 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",44067,"(+/- 2339 )",54257,"(+/- 3043 )",53232,"(+/- 3112 )",44955,"(+/- 2791 )",42810,"(+/- 2449 )",53906,"(+/- 2882 )",36967,"(+/- 1974 )",39601,"(+/- 2156 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",13085,"(+/- 1259 )",26130,"(+/- 2014 )",30885,"(+/- 2443 )",21235,"(+/- 1812 )",21721,"(+/- 2007 )",24882,"(+/- 2140 )",9507,"(+/- 889 )",10815,"(+/- 998 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",11840,"(+/- 1127 )",24231,"(+/- 1868 )",41285,"(+/- 2904 )",22449,"(+/- 1952 )",22666,"(+/- 1593 )",16034,"(+/- 1885 )",8916,"(+/- 1000 )",7964,"(+/- 1129 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",61310,"(+/- 1156 )",81885,"(+/- 1618 )",89442,"(+/- 2231 )",68684,"(+/- 1895 )",63202,"(+/- 1452 )",79826,"(+/- 1543 )",55745,"(+/- 1237 )",56055,"(+/- 1310 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",79058,"(+/- 1722 )",102974,"(+/- 2447 )",123574,"(+/- 3154 )",94090,"(+/- 2481 )",88390,"(+/- 2238 )",96321,"(+/- 2598 )",70892,"(+/- 1718 )",71036,"(+/- 1809 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",665889,"(+/- 3132 )",700222,"(+/- 2703 )",711215,"(+/- 5537 )",707196,"(+/- 4216 )",715181,"(+/- 6030 )",709535,"(+/- 5841 )",654345,"(+/- 3280 )",655616,"(+/- 2570 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",637110,"(+/- 4103 )",677548,"(+/- 3774 )",686397,"(+/- 6447 )",673628,"(+/- 6028 )",671274,"(+/- 6893 )",686078,"(+/- 6963 )",617830,"(+/- 4423 )",626825,"(+/- 3744 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",506716,"(+/- 6513 )",574312,"(+/- 7320 )",596476,"(+/- 9084 )",499483,"(+/- 9476 )",492921,"(+/- 10428 )",577669,"(+/- 9449 )",472427,"(+/- 6874 )",472805,"(+/- 6813 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",229982,"(+/- 5527 )",183628,"(+/- 6571 )",179636,"(+/- 7926 )",257750,"(+/- 8348 )",247957,"(+/- 8410 )",190985,"(+/- 7036 )",255224,"(+/- 5725 )",275201,"(+/- 6657 )"
