Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",91,H,139,G
Business,"Paid employees for pay period including March 12",Utilities,2142,H,828,H
Business,"Paid employees for pay period including March 12",Construction,13585,G,12603,G
Business,"Paid employees for pay period including March 12",Manufacturing,29742,G,38903,G
Business,"Paid employees for pay period including March 12","Wholesale trade",12683,G,10463,G
Business,"Paid employees for pay period including March 12","Retail trade",50486,G,50062,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8854,G,5011,G
Business,"Paid employees for pay period including March 12",Information,7859,G,6059,G
Business,"Paid employees for pay period including March 12","Finance and insurance",19273,H,7926,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4590,G,2731,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16513,G,13199,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4630,H,4144,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",17162,G,12631,G
Business,"Paid employees for pay period including March 12","Educational services",10755,G,14805,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",44934,G,46664,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6105,G,6226,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",32114,G,25329,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11430,G,11025,G
Business,"Paid employees for pay period including March 12","Industries not classified",37,H,34,J
Business,"Annual payroll ($1,000)","Total for all sectors",14549134,G,12917830,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",5168,G,25811,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",7588,G,10031,G
Business,"Annual payroll ($1,000)",Utilities,210638,H,73549,H
Business,"Annual payroll ($1,000)",Construction,880233,G,756667,G
Business,"Annual payroll ($1,000)",Manufacturing,1852509,G,2623816,G
Business,"Annual payroll ($1,000)","Wholesale trade",918754,G,761612,G
Business,"Annual payroll ($1,000)","Retail trade",1434003,G,1366094,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",375893,G,191362,G
Business,"Annual payroll ($1,000)",Information,684078,G,476752,G
Business,"Annual payroll ($1,000)","Finance and insurance",1798671,H,611361,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",233179,G,130136,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1197704,G,1000634,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",451938,H,294731,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",711234,G,569783,G
Business,"Annual payroll ($1,000)","Educational services",378768,H,656317,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2239274,G,2418123,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",148811,G,128256,G
Business,"Annual payroll ($1,000)","Accommodation and food services",657999,G,483826,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",361314,G,338195,G
Business,"Annual payroll ($1,000)","Industries not classified",1378,H,774,G
Business,"Total Establishments","Total for all sectors",19671,X,17804,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",35,X,106,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",19,X,33,X
Business,"Total Establishments",Utilities,53,X,65,X
Business,"Total Establishments",Construction,2050,X,1955,X
Business,"Total Establishments",Manufacturing,838,X,961,X
Business,"Total Establishments","Wholesale trade",941,X,822,X
Business,"Total Establishments","Retail trade",3065,X,2928,X
Business,"Total Establishments","Transportation and warehousing",414,X,392,X
Business,"Total Establishments",Information,367,X,328,X
Business,"Total Establishments","Finance and insurance",1078,X,806,X
Business,"Total Establishments","Real estate and rental and leasing",796,X,633,X
Business,"Total Establishments","Professional, scientific, and technical services",1990,X,1670,X
Business,"Total Establishments","Management of companies and enterprises",119,X,97,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1264,X,1037,X
Business,"Total Establishments","Educational services",286,X,323,X
Business,"Total Establishments","Health care and social assistance",1902,X,1796,X
Business,"Total Establishments","Arts, entertainment, and recreation",437,X,360,X
Business,"Total Establishments","Accommodation and food services",2045,X,1656,X
Business,"Total Establishments","Other services (except public administration)",1937,X,1803,X
Business,"Total Establishments","Industries not classified",35,X,33,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
