Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",30,J,146,H
Business,"Paid employees for pay period including March 12",Utilities,g,D,1458,H
Business,"Paid employees for pay period including March 12",Construction,22817,G,10655,G
Business,"Paid employees for pay period including March 12",Manufacturing,9504,G,3536,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14711,G,4383,G
Business,"Paid employees for pay period including March 12","Retail trade",40556,G,30083,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",22615,G,7535,G
Business,"Paid employees for pay period including March 12",Information,6195,G,1837,G
Business,"Paid employees for pay period including March 12","Finance and insurance",15768,G,2909,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6791,G,5149,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16395,G,5872,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5626,G,760,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",21792,G,12419,G
Business,"Paid employees for pay period including March 12","Educational services",11471,G,6464,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",45138,G,25899,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5306,G,6074,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",55704,G,52236,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",17743,G,7794,G
Business,"Paid employees for pay period including March 12","Industries not classified",52,H,43,H
Business,"Annual payroll ($1,000)","Total for all sectors",14996715,G,6974019,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",897,G,3886,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1471,H,11844,H
Business,"Annual payroll ($1,000)",Utilities,D,D,144736,H
Business,"Annual payroll ($1,000)",Construction,1696786,G,628359,G
Business,"Annual payroll ($1,000)",Manufacturing,425666,G,140156,G
Business,"Annual payroll ($1,000)","Wholesale trade",770881,G,207756,G
Business,"Annual payroll ($1,000)","Retail trade",1197592,G,874627,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1263077,G,281792,G
Business,"Annual payroll ($1,000)",Information,401449,G,96295,G
Business,"Annual payroll ($1,000)","Finance and insurance",1109536,G,146251,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",370050,G,225012,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1137063,G,347254,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",441495,G,41881,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",762886,G,391232,G
Business,"Annual payroll ($1,000)","Educational services",462538,G,163432,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2519919,G,1246965,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",120201,G,167727,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1542156,G,1623613,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",554997,G,230530,G
Business,"Annual payroll ($1,000)","Industries not classified",1827,G,671,H
Business,"Total Establishments","Total for all sectors",18230,X,13913,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",14,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",3,X,4,X
Business,"Total Establishments",Utilities,16,X,49,X
Business,"Total Establishments",Construction,1362,X,1505,X
Business,"Total Establishments",Manufacturing,430,X,349,X
Business,"Total Establishments","Wholesale trade",1095,X,544,X
Business,"Total Establishments","Retail trade",2410,X,2201,X
Business,"Total Establishments","Transportation and warehousing",451,X,451,X
Business,"Total Establishments",Information,306,X,192,X
Business,"Total Establishments","Finance and insurance",909,X,511,X
Business,"Total Establishments","Real estate and rental and leasing",1067,X,897,X
Business,"Total Establishments","Professional, scientific, and technical services",2105,X,1186,X
Business,"Total Establishments","Management of companies and enterprises",214,X,48,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",945,X,860,X
Business,"Total Establishments","Educational services",315,X,215,X
Business,"Total Establishments","Health care and social assistance",2121,X,1514,X
Business,"Total Establishments","Arts, entertainment, and recreation",206,X,316,X
Business,"Total Establishments","Accommodation and food services",2118,X,1659,X
Business,"Total Establishments","Other services (except public administration)",2115,X,1373,X
Business,"Total Establishments","Industries not classified",28,X,20,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
