Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",13703,"(+/- 1837 )",12573,"(+/- 1653 )",9965,"(+/- 1328 )",16491,"(+/- 1651 )"
Housing,"Gross Rent","$500 to $999",48461,"(+/- 3628 )",53782,"(+/- 3439 )",52184,"(+/- 3745 )",52564,"(+/- 2763 )"
Housing,"Gross Rent","$1,000 to $1,499",9705,"(+/- 1587 )",15153,"(+/- 2022 )",23482,"(+/- 2971 )",9909,"(+/- 1559 )"
Housing,"Gross Rent","$1,500 to $1,999",2552,"(+/- 984 )",3498,"(+/- 918 )",3959,"(+/- 1242 )",2486,"(+/- 794 )"
Housing,"Gross Rent","$2,000 to $2,499",244,"(+/- 164 )",1230,"(+/- 618 )",814,"(+/- 441 )",555,"(+/- 370 )"
Housing,"Gross Rent","$2,500 to $2,999",156,"(+/- 134 )",466,"(+/- 296 )",156,"(+/- 215 )",106,"(+/- 99 )"
Housing,"Gross Rent","$3,000 or more",248,"(+/- 237 )",210,"(+/- 324 )",256,"(+/- 300 )",536,"(+/- 321 )"
Housing,"Gross Rent","Median (dollars)",712,"(+/- 20 )",779,"(+/- 19 )",834,"(+/- 19 )",701,"(+/- 14 )"
Housing,"Gross Rent","No rent paid",4500,"(+/- 1065 )",4898,"(+/- 1043 )",4010,"(+/- 830 )",8291,"(+/- 1064 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",309743,"(+/- 3621 )",308314,"(+/- 3271 )",327485,"(+/- 2978 )",311963,"(+/- 3132 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",14961,"(+/- 1679 )",19134,"(+/- 1814 )",13022,"(+/- 1611 )",17100,"(+/- 1754 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",11672,"(+/- 1479 )",15159,"(+/- 1576 )",12465,"(+/- 1639 )",15673,"(+/- 1563 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",31040,"(+/- 2438 )",31596,"(+/- 2751 )",28454,"(+/- 2325 )",32477,"(+/- 2248 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",29727,"(+/- 2566 )",27495,"(+/- 2745 )",28033,"(+/- 2517 )",31184,"(+/- 2185 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",46400,"(+/- 2712 )",45833,"(+/- 3175 )",42877,"(+/- 2971 )",43621,"(+/- 2966 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",60997,"(+/- 3712 )",60072,"(+/- 3069 )",61299,"(+/- 3765 )",60018,"(+/- 3045 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",43794,"(+/- 2688 )",41962,"(+/- 2702 )",47127,"(+/- 3225 )",42693,"(+/- 2363 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",44909,"(+/- 2460 )",41765,"(+/- 2544 )",53892,"(+/- 2933 )",47388,"(+/- 2481 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",14949,"(+/- 1515 )",13447,"(+/- 1392 )",22015,"(+/- 2234 )",12351,"(+/- 1323 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",11294,"(+/- 1386 )",11851,"(+/- 1268 )",18301,"(+/- 1987 )",9458,"(+/- 1490 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",57295,"(+/- 1748 )",54758,"(+/- 1747 )",65023,"(+/- 1552 )",55496,"(+/- 1560 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",73613,"(+/- 1585 )",71753,"(+/- 1625 )",85039,"(+/- 1891 )",70880,"(+/- 1870 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",763818,"(+/- 2742 )",769494,"(+/- 2550 )",825339,"(+/- 2472 )",743528,"(+/- 2385 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",731018,"(+/- 4672 )",731809,"(+/- 4621 )",787421,"(+/- 4069 )",705914,"(+/- 4441 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",583007,"(+/- 8808 )",575525,"(+/- 8667 )",637397,"(+/- 8453 )",555022,"(+/- 7496 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",261628,"(+/- 7383 )",266208,"(+/- 7110 )",262401,"(+/- 9066 )",259877,"(+/- 6459 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",32800,"(+/- 4227 )",37685,"(+/- 4277 )",37918,"(+/- 3534 )",37614,"(+/- 3488 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",189291,"(+/- 2117 )",189857,"(+/- 2429 )",217560,"(+/- 2161 )",179221,"(+/- 2268 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6348,"(+/- 1689 )",6863,"(+/- 1951 )",5180,"(+/- 1348 )",5653,"(+/- 1294 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.7,"(+/- 1.0 )",7.3,"(+/- 0.9 )",6.0,"(+/- 0.8 )",6.9,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.4,"(+/- 1.8 )",11.9,"(+/- 1.7 )",9.0,"(+/- 1.4 )",11.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.9,"(+/- 5.0 )",13.9,"(+/- 4.1 )",8.5,"(+/- 3.1 )",17.3,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.9,"(+/- 0.6 )",3.7,"(+/- 0.6 )",3.1,"(+/- 0.6 )",3.6,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.2,"(+/- 1.3 )",4.9,"(+/- 1.4 )",3.6,"(+/- 0.9 )",4.5,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.0,"(+/- 2.8 )",2.9,"(+/- 2.1 )",2.7,"(+/- 2.2 )",4.2,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",24.0,"(+/- 4.4 )",26.9,"(+/- 4.2 )",20.8,"(+/- 4.1 )",27.8,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.8,"(+/- 5.7 )",35.9,"(+/- 5.3 )",27.0,"(+/- 5.1 )",34.2,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",48.5,"(+/- 14.7 )",49.9,"(+/- 12.2 )",44.5,"(+/- 13.6 )",53.6,"(+/- 14.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.5,"(+/- 0.8 )",12.3,"(+/- 0.8 )",8.9,"(+/- 0.7 )",11.4,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.8,"(+/- 1.8 )",12.9,"(+/- 1.9 )",11.2,"(+/- 1.6 )",12.4,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.5,"(+/- 1.8 )",12.6,"(+/- 1.9 )",10.7,"(+/- 1.6 )",11.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",17.6,"(+/- 3.7 )",16.4,"(+/- 2.9 )",12.1,"(+/- 2.7 )",16.5,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.7,"(+/- 1.7 )",11.3,"(+/- 1.9 )",10.1,"(+/- 1.7 )",10.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.7,"(+/- 0.7 )",12.1,"(+/- 0.7 )",8.1,"(+/- 0.6 )",11.1,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.1,"(+/- 1.0 )",6.5,"(+/- 1.0 )",6.3,"(+/- 0.9 )",6.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.2,"(+/- 0.9 )",7.8,"(+/- 1.0 )",6.6,"(+/- 0.8 )",7.3,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.0,"(+/- 1.9 )",27.9,"(+/- 1.7 )",17.5,"(+/- 1.5 )",26.5,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196948,"(+/- 4388 )",204114,"(+/- 4492 )",208856,"(+/- 4730 )",192571,"(+/- 3322 )"
Education,"School Enrollment","Nursery school, preschool",12282,"(+/- 1625 )",12549,"(+/- 1714 )",13939,"(+/- 1725 )",13540,"(+/- 1471 )"
Education,"School Enrollment",Kindergarten,9788,"(+/- 1132 )",11030,"(+/- 1487 )",10877,"(+/- 1722 )",10324,"(+/- 1321 )"
Education,"School Enrollment","Elementary school (grades 1-8)",81816,"(+/- 1992 )",78790,"(+/- 2584 )",92502,"(+/- 2358 )",73527,"(+/- 1766 )"
Education,"School Enrollment","High school (grades 9-12)",39662,"(+/- 2012 )",39563,"(+/- 1973 )",46947,"(+/- 2057 )",35985,"(+/- 1619 )"
Education,"School Enrollment","College or graduate school",53400,"(+/- 3531 )",62182,"(+/- 3840 )",44591,"(+/- 3367 )",59195,"(+/- 2557 )"
Education,"Educational Attainment","Population 25 years and over",517966,"(+/- 2300 )",516440,"(+/- 2750 )",557511,"(+/- 1692 )",501992,"(+/- 2253 )"
Education,"Educational Attainment","Less than 9th grade",13594,"(+/- 1900 )",16025,"(+/- 1822 )",19186,"(+/- 2169 )",16773,"(+/- 1732 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",23384,"(+/- 2190 )",23582,"(+/- 2178 )",27716,"(+/- 2514 )",25345,"(+/- 2458 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",166318,"(+/- 4807 )",160325,"(+/- 4835 )",150589,"(+/- 5643 )",161998,"(+/- 4372 )"
Education,"Educational Attainment","Some college, no degree",108369,"(+/- 4207 )",106886,"(+/- 4730 )",118379,"(+/- 5337 )",106882,"(+/- 4076 )"
Education,"Educational Attainment","Associate's degree",63274,"(+/- 3552 )",55801,"(+/- 2893 )",58451,"(+/- 3522 )",65212,"(+/- 3504 )"
Education,"Educational Attainment","Bachelor's degree",96770,"(+/- 4260 )",95514,"(+/- 4292 )",126005,"(+/- 5566 )",88341,"(+/- 3631 )"
Education,"Educational Attainment","Graduate or professional degree",46257,"(+/- 2509 )",58307,"(+/- 4205 )",57185,"(+/- 3719 )",37441,"(+/- 2352 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.9,"(+/- 0.5 )",92.3,"(+/- 0.6 )",91.6,"(+/- 0.6 )",91.6,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",27.6,"(+/- 0.9 )",29.8,"(+/- 0.9 )",32.9,"(+/- 1.0 )",25.1,"(+/- 0.8 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",349963,G,314996,G,375053,G,288970,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",497,H,524,J,174,G,1340,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",734,G,429,G,294,H,554,J
Business,"Paid employees for pay period including March 12",Utilities,2131,G,1962,G,1867,J,2009,H
Business,"Paid employees for pay period including March 12",Construction,15657,G,16439,G,18841,G,15589,G
Business,"Paid employees for pay period including March 12",Manufacturing,63350,G,61795,G,30568,G,53118,G
Business,"Paid employees for pay period including March 12","Wholesale trade",15953,G,12042,G,19773,G,19836,G
Business,"Paid employees for pay period including March 12","Retail trade",47855,G,45814,G,51487,G,42048,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16300,G,13896,G,14734,H,12409,G
Business,"Paid employees for pay period including March 12",Information,7803,G,6176,G,9525,G,5923,G
Business,"Paid employees for pay period including March 12","Finance and insurance",22022,G,10369,G,51818,G,10482,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2976,G,2859,G,5244,G,2571,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",14156,G,11680,G,19288,G,9240,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4327,G,3813,H,13829,G,2565,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",18022,G,14308,G,18104,G,9142,G
Business,"Paid employees for pay period including March 12","Educational services",13106,H,8443,G,7976,G,5655,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",57279,G,58420,G,54056,G,53575,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5696,G,3665,G,7176,G,3852,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28880,G,30626,G,35146,G,26780,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13173,G,11698,G,15117,G,12224,G
Business,"Paid employees for pay period including March 12","Industries not classified",46,J,38,G,36,J,58,J
Business,"Annual payroll ($1,000)","Total for all sectors",14386816,G,12470841,G,17821374,G,10934667,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",24821,H,27226,J,10409,G,71183,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",47936,G,25417,H,14691,G,34791,H
Business,"Annual payroll ($1,000)",Utilities,189126,G,145260,G,170170,J,157432,G
Business,"Annual payroll ($1,000)",Construction,939231,G,949725,G,1142968,G,823637,G
Business,"Annual payroll ($1,000)",Manufacturing,3580288,G,3277592,G,1472803,G,2644072,G
Business,"Annual payroll ($1,000)","Wholesale trade",850205,G,590273,G,1149662,G,1004814,G
Business,"Annual payroll ($1,000)","Retail trade",1200650,G,1100989,G,1319207,G,1005564,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",561653,G,648056,G,654052,H,546612,G
Business,"Annual payroll ($1,000)",Information,421814,G,282300,G,602335,H,256915,G
Business,"Annual payroll ($1,000)","Finance and insurance",1403749,G,552053,G,4088249,G,533907,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",108668,G,100868,H,243843,G,92491,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",885688,G,571704,G,1356017,G,437959,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",315185,G,313760,H,1045504,G,191527,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",540868,G,398940,G,622056,G,252663,G
Business,"Annual payroll ($1,000)","Educational services",294174,G,235165,G,199085,G,145670,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2181411,G,2428665,G,2498468,G,2009677,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",114508,G,72047,G,126932,G,61534,G
Business,"Annual payroll ($1,000)","Accommodation and food services",411973,G,452361,G,609497,G,368685,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",314208,G,297897,G,494300,G,294819,G
Business,"Annual payroll ($1,000)","Industries not classified",660,G,543,G,1126,G,715,G
Business,"Total Establishments","Total for all sectors",19583,X,18874,X,20647,X,22066,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",95,X,63,X,52,X,146,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",35,X,41,X,38,X,75,X
Business,"Total Establishments",Utilities,54,X,56,X,50,X,113,X
Business,"Total Establishments",Construction,2085,X,1986,X,2115,X,2426,X
Business,"Total Establishments",Manufacturing,953,X,845,X,592,X,1095,X
Business,"Total Establishments","Wholesale trade",1181,X,1023,X,1181,X,1493,X
Business,"Total Establishments","Retail trade",2949,X,2808,X,2653,X,3199,X
Business,"Total Establishments","Transportation and warehousing",794,X,753,X,733,X,1282,X
Business,"Total Establishments",Information,379,X,308,X,386,X,423,X
Business,"Total Establishments","Finance and insurance",1504,X,1263,X,1723,X,1634,X
Business,"Total Establishments","Real estate and rental and leasing",661,X,660,X,981,X,651,X
Business,"Total Establishments","Professional, scientific, and technical services",1316,X,1461,X,2132,X,1398,X
Business,"Total Establishments","Management of companies and enterprises",124,X,115,X,182,X,74,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",862,X,851,X,1067,X,871,X
Business,"Total Establishments","Educational services",222,X,175,X,224,X,180,X
Business,"Total Establishments","Health care and social assistance",2063,X,2226,X,2131,X,2138,X
Business,"Total Establishments","Arts, entertainment, and recreation",371,X,324,X,341,X,411,X
Business,"Total Establishments","Accommodation and food services",1748,X,1791,X,1824,X,1780,X
Business,"Total Establishments","Other services (except public administration)",2152,X,2093,X,2207,X,2638,X
Business,"Total Establishments","Industries not classified",35,X,32,X,35,X,39,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
