Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",32,H,83,H
Business,"Paid employees for pay period including March 12",Utilities,1442,J,1082,H
Business,"Paid employees for pay period including March 12",Construction,14718,G,10681,G
Business,"Paid employees for pay period including March 12",Manufacturing,27139,G,22651,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10607,G,7195,H
Business,"Paid employees for pay period including March 12","Retail trade",46932,G,36884,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8054,G,7373,G
Business,"Paid employees for pay period including March 12",Information,6405,H,5398,G
Business,"Paid employees for pay period including March 12","Finance and insurance",18028,H,9313,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4212,G,2444,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15400,G,7223,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6725,H,2919,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14717,G,9208,G
Business,"Paid employees for pay period including March 12","Educational services",11907,G,6025,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",63921,G,47446,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4907,G,3141,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",32677,G,19275,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11870,G,6824,G
Business,"Paid employees for pay period including March 12","Industries not classified",97,J,51,J
Business,"Annual payroll ($1,000)","Total for all sectors",13280267,G,7844677,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",38049,H,108598,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1999,H,4217,H
Business,"Annual payroll ($1,000)",Utilities,127011,J,82529,H
Business,"Annual payroll ($1,000)",Construction,806544,G,515744,G
Business,"Annual payroll ($1,000)",Manufacturing,1456966,H,1106492,G
Business,"Annual payroll ($1,000)","Wholesale trade",624990,G,339257,H
Business,"Annual payroll ($1,000)","Retail trade",1284698,G,954187,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",339688,H,304782,G
Business,"Annual payroll ($1,000)",Information,348468,G,284637,H
Business,"Annual payroll ($1,000)","Finance and insurance",1305059,H,480880,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",191771,G,85061,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1042642,G,362425,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",645252,J,194611,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",499678,G,232428,G
Business,"Annual payroll ($1,000)","Educational services",391133,G,171886,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2902483,G,1986544,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",129459,G,65647,H
Business,"Annual payroll ($1,000)","Accommodation and food services",772332,G,376541,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",370213,G,187042,G
Business,"Annual payroll ($1,000)","Industries not classified",1832,G,1169,G
Business,"Total Establishments","Total for all sectors",23366,X,17522,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",348,X,562,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,11,X
Business,"Total Establishments",Utilities,48,X,61,X
Business,"Total Establishments",Construction,2743,X,2197,X
Business,"Total Establishments",Manufacturing,895,X,764,X
Business,"Total Establishments","Wholesale trade",846,X,658,X
Business,"Total Establishments","Retail trade",3321,X,2937,X
Business,"Total Establishments","Transportation and warehousing",498,X,730,X
Business,"Total Establishments",Information,470,X,313,X
Business,"Total Establishments","Finance and insurance",1086,X,707,X
Business,"Total Establishments","Real estate and rental and leasing",1067,X,649,X
Business,"Total Establishments","Professional, scientific, and technical services",2394,X,1065,X
Business,"Total Establishments","Management of companies and enterprises",134,X,79,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1290,X,883,X
Business,"Total Establishments","Educational services",307,X,183,X
Business,"Total Establishments","Health care and social assistance",2711,X,2069,X
Business,"Total Establishments","Arts, entertainment, and recreation",528,X,363,X
Business,"Total Establishments","Accommodation and food services",2520,X,1653,X
Business,"Total Establishments","Other services (except public administration)",2093,X,1606,X
Business,"Total Establishments","Industries not classified",56,X,32,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
