Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",22818,"(+/- 2877 )",10215,"(+/- 1586 )",16350,"(+/- 2265 )",21048,"(+/- 2247 )"
Housing,"Gross Rent","$500 to $999",56517,"(+/- 3667 )",64677,"(+/- 3834 )",66276,"(+/- 4425 )",45084,"(+/- 3277 )"
Housing,"Gross Rent","$1,000 to $1,499",7773,"(+/- 1699 )",20135,"(+/- 2639 )",18495,"(+/- 2852 )",5533,"(+/- 1389 )"
Housing,"Gross Rent","$1,500 to $1,999",920,"(+/- 403 )",3064,"(+/- 990 )",2846,"(+/- 1008 )",219,"(+/- 199 )"
Housing,"Gross Rent","$2,000 to $2,499",149,"(+/- 159 )",342,"(+/- 272 )",836,"(+/- 460 )",219,"(+/- 330 )"
Housing,"Gross Rent","$2,500 to $2,999",38,"(+/- 71 )",92,"(+/- 79 )",426,"(+/- 329 )",15,"(+/- 27 )"
Housing,"Gross Rent","$3,000 or more",55,"(+/- 96 )",559,"(+/- 446 )",478,"(+/- 305 )",282,"(+/- 225 )"
Housing,"Gross Rent","Median (dollars)",651,"(+/- 17 )",803,"(+/- 18 )",729,"(+/- 18 )",623,"(+/- 16 )"
Housing,"Gross Rent","No rent paid",11726,"(+/- 1599 )",5998,"(+/- 1476 )",6107,"(+/- 1432 )",11391,"(+/- 1706 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",283126,"(+/- 3719 )",293697,"(+/- 4178 )",301844,"(+/- 4100 )",274415,"(+/- 4766 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",26666,"(+/- 2559 )",21167,"(+/- 2719 )",19735,"(+/- 2009 )",26666,"(+/- 2363 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",22906,"(+/- 2182 )",16336,"(+/- 2044 )",15063,"(+/- 1877 )",21762,"(+/- 1955 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",38761,"(+/- 2606 )",29207,"(+/- 2838 )",35552,"(+/- 3006 )",38094,"(+/- 2952 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",34041,"(+/- 2614 )",35914,"(+/- 3105 )",32845,"(+/- 3145 )",33282,"(+/- 2759 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",45548,"(+/- 3367 )",40157,"(+/- 3208 )",42714,"(+/- 3417 )",42564,"(+/- 3186 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",49356,"(+/- 3430 )",53708,"(+/- 3678 )",59752,"(+/- 3540 )",47129,"(+/- 2756 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",27883,"(+/- 2128 )",35153,"(+/- 3022 )",35326,"(+/- 3150 )",27834,"(+/- 2182 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",24533,"(+/- 2365 )",35750,"(+/- 2877 )",32292,"(+/- 2677 )",25556,"(+/- 2578 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",7912,"(+/- 1162 )",14221,"(+/- 1815 )",16106,"(+/- 2160 )",7403,"(+/- 1251 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",5520,"(+/- 1004 )",12084,"(+/- 1492 )",12459,"(+/- 1399 )",4125,"(+/- 996 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",41143,"(+/- 986 )",51287,"(+/- 1432 )",51335,"(+/- 1144 )",40903,"(+/- 939 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",56332,"(+/- 2041 )",71511,"(+/- 1884 )",70585,"(+/- 2036 )",54779,"(+/- 1891 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",697533,"(+/- 4006 )",755696,"(+/- 2719 )",800417,"(+/- 4712 )",695659,"(+/- 5580 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",649508,"(+/- 5975 )",702615,"(+/- 5545 )",722647,"(+/- 7896 )",642733,"(+/- 6514 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",381959,"(+/- 8883 )",494523,"(+/- 11389 )",528931,"(+/- 11434 )",401614,"(+/- 10148 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",360161,"(+/- 8694 )",314725,"(+/- 10197 )",286053,"(+/- 9677 )",348210,"(+/- 9259 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",48025,"(+/- 4252 )",53081,"(+/- 4706 )",77770,"(+/- 6923 )",52926,"(+/- 5333 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",175929,"(+/- 2890 )",187443,"(+/- 1688 )",214285,"(+/- 3423 )",174137,"(+/- 3372 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6561,"(+/- 1764 )",6416,"(+/- 1886 )",13361,"(+/- 3092 )",7062,"(+/- 1926 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.4,"(+/- 1.1 )",9.7,"(+/- 1.4 )",10.2,"(+/- 1.2 )",13.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.5,"(+/- 1.9 )",14.1,"(+/- 2.5 )",16.9,"(+/- 2.0 )",24.0,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",25.7,"(+/- 6.5 )",13.8,"(+/- 4.4 )",16.3,"(+/- 4.6 )",26.1,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.0,"(+/- 1.0 )",4.8,"(+/- 1.0 )",5.5,"(+/- 1.0 )",6.7,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.7,"(+/- 2.0 )",6.0,"(+/- 1.8 )",8.7,"(+/- 1.8 )",11.4,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.1,"(+/- 4.8 )",4.9,"(+/- 3.0 )",4.9,"(+/- 2.7 )",7.5,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",36.7,"(+/- 3.8 )",24.3,"(+/- 4.3 )",32.4,"(+/- 5.2 )",35.3,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",47.3,"(+/- 4.6 )",31.1,"(+/- 6.0 )",44.3,"(+/- 6.9 )",45.9,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",54.2,"(+/- 13.4 )",31.9,"(+/- 12.8 )",59.3,"(+/- 15.5 )",55.4,"(+/- 16.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.6,"(+/- 1.1 )",13.5,"(+/- 1.3 )",14.5,"(+/- 1.2 )",19.5,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.7,"(+/- 2.6 )",16.8,"(+/- 3.0 )",20.1,"(+/- 2.6 )",28.3,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.2,"(+/- 2.6 )",16.8,"(+/- 3.0 )",19.7,"(+/- 2.6 )",28.0,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.2,"(+/- 4.4 )",20.6,"(+/- 4.4 )",21.6,"(+/- 3.9 )",29.9,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.5,"(+/- 3.1 )",15.3,"(+/- 3.1 )",18.9,"(+/- 3.0 )",27.4,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.4,"(+/- 0.9 )",12.5,"(+/- 1.1 )",12.6,"(+/- 1.0 )",16.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.0,"(+/- 1.2 )",11.0,"(+/- 1.6 )",8.7,"(+/- 1.2 )",10.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.0,"(+/- 1.3 )",10.7,"(+/- 1.6 )",11.5,"(+/- 1.3 )",15.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",34.0,"(+/- 2.0 )",25.7,"(+/- 2.5 )",28.3,"(+/- 2.0 )",35.4,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",168237,"(+/- 3730 )",194069,"(+/- 5205 )",209835,"(+/- 5379 )",171555,"(+/- 4451 )"
Education,"School Enrollment","Nursery school, preschool",12142,"(+/- 1794 )",13451,"(+/- 1937 )",10332,"(+/- 1760 )",11367,"(+/- 1377 )"
Education,"School Enrollment",Kindergarten,7699,"(+/- 1596 )",11484,"(+/- 1708 )",12227,"(+/- 2074 )",9804,"(+/- 1750 )"
Education,"School Enrollment","Elementary school (grades 1-8)",75743,"(+/- 2625 )",79087,"(+/- 2490 )",90586,"(+/- 3002 )",71889,"(+/- 2813 )"
Education,"School Enrollment","High school (grades 9-12)",39940,"(+/- 1868 )",36422,"(+/- 1749 )",43119,"(+/- 2157 )",41811,"(+/- 2202 )"
Education,"School Enrollment","College or graduate school",32713,"(+/- 2687 )",53625,"(+/- 4018 )",53571,"(+/- 4119 )",36684,"(+/- 3213 )"
Education,"Educational Attainment","Population 25 years and over",492976,"(+/- 3407 )",512884,"(+/- 2149 )",521343,"(+/- 3536 )",481195,"(+/- 4722 )"
Education,"Educational Attainment","Less than 9th grade",26938,"(+/- 2603 )",14436,"(+/- 1929 )",28383,"(+/- 3720 )",22978,"(+/- 2291 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",48168,"(+/- 3193 )",34917,"(+/- 3982 )",44489,"(+/- 3444 )",47233,"(+/- 3296 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",193380,"(+/- 5923 )",155412,"(+/- 6448 )",151807,"(+/- 6170 )",182686,"(+/- 5543 )"
Education,"Educational Attainment","Some college, no degree",102347,"(+/- 4401 )",114014,"(+/- 5507 )",112770,"(+/- 5118 )",114804,"(+/- 4776 )"
Education,"Educational Attainment","Associate's degree",41139,"(+/- 2646 )",37764,"(+/- 3193 )",34007,"(+/- 3087 )",30612,"(+/- 2713 )"
Education,"Educational Attainment","Bachelor's degree",53494,"(+/- 3366 )",94553,"(+/- 5214 )",99529,"(+/- 4987 )",53718,"(+/- 3474 )"
Education,"Educational Attainment","Graduate or professional degree",27510,"(+/- 2643 )",61788,"(+/- 3778 )",50358,"(+/- 3494 )",29164,"(+/- 2985 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.8,"(+/- 0.9 )",90.4,"(+/- 0.9 )",86.0,"(+/- 0.8 )",85.4,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",16.4,"(+/- 0.9 )",30.5,"(+/- 1.4 )",28.8,"(+/- 1.0 )",17.2,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",192289,G,294396,G,328502,G,186615,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",995,G,163,J,838,G,2801,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",459,G,2423,H,792,G,1207,G
Business,"Paid employees for pay period including March 12",Utilities,1218,H,2309,H,2017,H,1533,G
Business,"Paid employees for pay period including March 12",Construction,7401,G,15501,G,13768,G,8913,G
Business,"Paid employees for pay period including March 12",Manufacturing,36729,G,20583,G,52369,G,44271,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10199,G,15650,G,15728,G,4637,G
Business,"Paid employees for pay period including March 12","Retail trade",32546,G,42807,G,43166,G,29073,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8454,G,11988,G,25532,H,7362,G
Business,"Paid employees for pay period including March 12",Information,6328,H,12335,G,4665,H,1898,H
Business,"Paid employees for pay period including March 12","Finance and insurance",5941,G,15345,G,9053,G,6013,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2031,G,4422,G,3935,G,2099,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",3926,G,14093,G,14841,G,4321,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1811,G,4113,G,31583,H,1661,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6085,G,16676,G,14400,G,7737,G
Business,"Paid employees for pay period including March 12","Educational services",2163,G,7934,G,3477,G,2343,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",38046,G,57697,G,43279,G,31508,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1634,G,3079,H,2745,G,2386,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",19499,G,32301,G,34742,G,19252,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6768,G,14938,G,11530,G,7549,G
Business,"Paid employees for pay period including March 12","Industries not classified",56,H,39,J,42,J,51,J
Business,"Annual payroll ($1,000)","Total for all sectors",6526430,G,12284595,G,15048329,G,6504135,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",51375,G,6260,H,27260,G,116907,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",20837,G,156559,H,41754,G,63274,G
Business,"Annual payroll ($1,000)",Utilities,84252,H,211637,G,230978,H,120688,G
Business,"Annual payroll ($1,000)",Construction,317578,G,755468,G,635951,G,371114,G
Business,"Annual payroll ($1,000)",Manufacturing,1641811,G,1050562,G,2179266,G,2038753,G
Business,"Annual payroll ($1,000)","Wholesale trade",473669,G,857316,G,872847,G,212437,G
Business,"Annual payroll ($1,000)","Retail trade",797667,G,1143354,G,1110069,H,704294,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",341217,G,530094,G,1164281,H,289729,G
Business,"Annual payroll ($1,000)",Information,130279,G,868459,G,291384,G,76490,G
Business,"Annual payroll ($1,000)","Finance and insurance",291841,G,1134726,G,473537,G,276106,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",58947,G,180685,G,151340,G,67211,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",150292,G,798098,G,970642,G,168728,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",97331,G,242712,G,3593385,H,165121,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",146898,G,434341,G,405961,G,218998,G
Business,"Annual payroll ($1,000)","Educational services",49540,G,199181,G,73520,G,49431,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1435360,G,2738106,G,1961601,G,1089800,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",33211,G,60696,H,56735,G,48256,H
Business,"Annual payroll ($1,000)","Accommodation and food services",263560,G,498648,G,515641,G,263695,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",139987,G,416838,G,291375,G,162396,G
Business,"Annual payroll ($1,000)","Industries not classified",778,G,855,G,802,G,707,G
Business,"Total Establishments","Total for all sectors",13855,X,18848,X,18788,X,13748,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",181,X,29,X,37,X,396,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",43,X,86,X,61,X,145,X
Business,"Total Establishments",Utilities,93,X,79,X,65,X,117,X
Business,"Total Establishments",Construction,1030,X,1528,X,1614,X,1116,X
Business,"Total Establishments",Manufacturing,606,X,545,X,724,X,686,X
Business,"Total Establishments","Wholesale trade",720,X,1008,X,1064,X,520,X
Business,"Total Establishments","Retail trade",2656,X,2919,X,2782,X,2488,X
Business,"Total Establishments","Transportation and warehousing",675,X,548,X,582,X,578,X
Business,"Total Establishments",Information,229,X,326,X,301,X,208,X
Business,"Total Establishments","Finance and insurance",896,X,1396,X,1135,X,912,X
Business,"Total Establishments","Real estate and rental and leasing",570,X,948,X,950,X,533,X
Business,"Total Establishments","Professional, scientific, and technical services",867,X,2113,X,1999,X,815,X
Business,"Total Establishments","Management of companies and enterprises",67,X,138,X,851,X,72,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",438,X,902,X,833,X,445,X
Business,"Total Establishments","Educational services",87,X,234,X,195,X,96,X
Business,"Total Establishments","Health care and social assistance",1805,X,2255,X,1990,X,1594,X
Business,"Total Establishments","Arts, entertainment, and recreation",187,X,213,X,240,X,170,X
Business,"Total Establishments","Accommodation and food services",1239,X,1606,X,1720,X,1184,X
Business,"Total Establishments","Other services (except public administration)",1442,X,1949,X,1611,X,1641,X
Business,"Total Establishments","Industries not classified",24,X,26,X,34,X,32,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
