Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",355634,"(+/- 6955 )",400209,"(+/- 8721 )",394435,"(+/- 6354 )",349981,"(+/- 6530 )",382862,"(+/- 7538 )",374348,"(+/- 7052 )",364978,"(+/- 6487 )",297854,"(+/- 6731 )"
Workers,Occupation,"Management, business, science, and arts occupations",136835,"(+/- 5381 )",203670,"(+/- 6473 )",137131,"(+/- 5554 )",122802,"(+/- 5148 )",135487,"(+/- 6438 )",134803,"(+/- 5275 )",120133,"(+/- 5203 )",86833,"(+/- 4999 )"
Workers,Occupation,"Service occupations",78040,"(+/- 5043 )",48328,"(+/- 3966 )",63328,"(+/- 3784 )",63473,"(+/- 4735 )",67593,"(+/- 4360 )",62518,"(+/- 3687 )",69342,"(+/- 4587 )",61129,"(+/- 3777 )"
Workers,Occupation,"Sales and office occupations",81651,"(+/- 4975 )",97420,"(+/- 5050 )",92755,"(+/- 4961 )",75239,"(+/- 4590 )",92049,"(+/- 5210 )",82760,"(+/- 4732 )",88379,"(+/- 4869 )",61512,"(+/- 4321 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",17597,"(+/- 2494 )",21513,"(+/- 2403 )",42795,"(+/- 3380 )",36292,"(+/- 3051 )",30454,"(+/- 2785 )",36462,"(+/- 3088 )",32635,"(+/- 3180 )",36732,"(+/- 2765 )"
Workers,Occupation,"Production, transportation, and material moving occupations",41511,"(+/- 3749 )",29278,"(+/- 3152 )",58426,"(+/- 4055 )",52175,"(+/- 3897 )",57279,"(+/- 4743 )",57805,"(+/- 3203 )",54489,"(+/- 3472 )",51648,"(+/- 3750 )"
Workers,Industry,"Civilian employed population 16 years and over",355634,"(+/- 6955 )",400209,"(+/- 8721 )",394435,"(+/- 6354 )",349981,"(+/- 6530 )",382862,"(+/- 7538 )",374348,"(+/- 7052 )",364978,"(+/- 6487 )",297854,"(+/- 6731 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1482,"(+/- 542 )",2699,"(+/- 772 )",5006,"(+/- 1098 )",9303,"(+/- 1388 )",2998,"(+/- 820 )",10029,"(+/- 1140 )",5590,"(+/- 1223 )",10423,"(+/- 1734 )"
Workers,Industry,Construction,12540,"(+/- 2060 )",20490,"(+/- 2580 )",33682,"(+/- 2944 )",26980,"(+/- 2726 )",24457,"(+/- 2599 )",24194,"(+/- 2779 )",22897,"(+/- 2638 )",21883,"(+/- 2683 )"
Workers,Industry,Manufacturing,35326,"(+/- 3461 )",41282,"(+/- 3262 )",53582,"(+/- 3443 )",36868,"(+/- 2901 )",35797,"(+/- 3597 )",46830,"(+/- 2876 )",46756,"(+/- 3284 )",40032,"(+/- 3195 )"
Workers,Industry,"Wholesale trade",7101,"(+/- 1537 )",16276,"(+/- 2449 )",10833,"(+/- 1953 )",7947,"(+/- 1614 )",10015,"(+/- 1478 )",8487,"(+/- 1391 )",9520,"(+/- 1526 )",6790,"(+/- 1395 )"
Workers,Industry,"Retail trade",37418,"(+/- 3562 )",41399,"(+/- 3341 )",48622,"(+/- 3777 )",42100,"(+/- 4072 )",46971,"(+/- 3494 )",40830,"(+/- 2913 )",48771,"(+/- 4252 )",32804,"(+/- 3072 )"
Workers,Industry,"Transportation and warehousing, and utilities",18048,"(+/- 2320 )",13193,"(+/- 1727 )",18591,"(+/- 2084 )",19930,"(+/- 2522 )",25040,"(+/- 3104 )",22304,"(+/- 2505 )",19653,"(+/- 2259 )",17539,"(+/- 2107 )"
Workers,Industry,Information,7547,"(+/- 1596 )",9654,"(+/- 1412 )",7829,"(+/- 1525 )",4412,"(+/- 907 )",7798,"(+/- 1221 )",7132,"(+/- 1306 )",5742,"(+/- 1167 )",2941,"(+/- 956 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",25097,"(+/- 2526 )",44705,"(+/- 3411 )",29349,"(+/- 2964 )",20911,"(+/- 2695 )",32196,"(+/- 2994 )",26657,"(+/- 2772 )",19475,"(+/- 2317 )",13388,"(+/- 1889 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40049,"(+/- 3633 )",48433,"(+/- 3234 )",33446,"(+/- 2827 )",26320,"(+/- 2192 )",47192,"(+/- 3616 )",34525,"(+/- 2704 )",30931,"(+/- 2412 )",16958,"(+/- 2023 )"
Workers,Industry,"Educational services, and health care and social assistance",99593,"(+/- 4498 )",102368,"(+/- 4863 )",81150,"(+/- 4528 )",90810,"(+/- 4562 )",81302,"(+/- 4161 )",86270,"(+/- 3590 )",85624,"(+/- 5195 )",82071,"(+/- 4018 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",40005,"(+/- 4337 )",30519,"(+/- 3412 )",31413,"(+/- 2710 )",28567,"(+/- 3462 )",36865,"(+/- 2905 )",30810,"(+/- 2904 )",39008,"(+/- 3726 )",21903,"(+/- 2478 )"
Workers,Industry,"Other services, except public administration",16420,"(+/- 2359 )",18468,"(+/- 2193 )",20960,"(+/- 2527 )",16270,"(+/- 2159 )",16483,"(+/- 2218 )",18527,"(+/- 2507 )",19366,"(+/- 2198 )",16190,"(+/- 2063 )"
Workers,Industry,"Public administration",15008,"(+/- 2249 )",10723,"(+/- 1486 )",19972,"(+/- 1896 )",19563,"(+/- 2437 )",15748,"(+/- 2041 )",17753,"(+/- 1917 )",11645,"(+/- 1826 )",14932,"(+/- 2040 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",355634,"(+/- 6955 )",400209,"(+/- 8721 )",394435,"(+/- 6354 )",349981,"(+/- 6530 )",382862,"(+/- 7538 )",374348,"(+/- 7052 )",364978,"(+/- 6487 )",297854,"(+/- 6731 )"
Workers,"Class of Worker","Private wage and salary workers",298803,"(+/- 6597 )",350459,"(+/- 9046 )",329552,"(+/- 7148 )",265170,"(+/- 7417 )",324155,"(+/- 7726 )",301379,"(+/- 6765 )",308473,"(+/- 6837 )",228276,"(+/- 6096 )"
Workers,"Class of Worker","Government workers",38877,"(+/- 3616 )",32108,"(+/- 2512 )",47429,"(+/- 3085 )",59138,"(+/- 4361 )",39141,"(+/- 3276 )",48089,"(+/- 2646 )",34688,"(+/- 3044 )",45924,"(+/- 3250 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17404,"(+/- 2502 )",17370,"(+/- 1768 )",16948,"(+/- 1955 )",25138,"(+/- 2826 )",19204,"(+/- 1931 )",24306,"(+/- 2538 )",21078,"(+/- 2461 )",22830,"(+/- 2427 )"
Workers,"Class of Worker","Unpaid family workers",550,"(+/- 407 )",272,"(+/- 180 )",506,"(+/- 311 )",535,"(+/- 348 )",362,"(+/- 283 )",574,"(+/- 320 )",739,"(+/- 388 )",824,"(+/- 462 )"
Housing,"Housing Occupancy","Total housing units",370733,"(+/- 3999 )",323290,"(+/- 4688 )",345426,"(+/- 3505 )",353033,"(+/- 1992 )",362781,"(+/- 2669 )",335344,"(+/- 3042 )",358546,"(+/- 1469 )",343292,"(+/- 2160 )"
Housing,"Housing Occupancy","Occupied housing units",309334,"(+/- 5240 )",308590,"(+/- 4535 )",289118,"(+/- 4446 )",288067,"(+/- 4175 )",317338,"(+/- 4418 )",290251,"(+/- 4213 )",303711,"(+/- 4790 )",278726,"(+/- 4539 )"
Housing,"Housing Occupancy","Vacant housing units",61399,"(+/- 4028 )",14700,"(+/- 2586 )",56308,"(+/- 4187 )",64966,"(+/- 4109 )",45443,"(+/- 3600 )",45093,"(+/- 3553 )",54835,"(+/- 4537 )",64566,"(+/- 4268 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",3.8,"(+/- 0.9 )",0.7,"(+/- 0.3 )",1.9,"(+/- 0.5 )",1.4,"(+/- 0.4 )",1.7,"(+/- 0.5 )",1.1,"(+/- 0.4 )",2.1,"(+/- 0.7 )",2.8,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.1,"(+/- 1.1 )",4.6,"(+/- 1.5 )",6.1,"(+/- 1.5 )",7.5,"(+/- 1.7 )",5.0,"(+/- 1.0 )",6.2,"(+/- 1.6 )",6.8,"(+/- 1.5 )",7.4,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",309334,"(+/- 5240 )",308590,"(+/- 4535 )",289118,"(+/- 4446 )",288067,"(+/- 4175 )",317338,"(+/- 4418 )",290251,"(+/- 4213 )",303711,"(+/- 4790 )",278726,"(+/- 4539 )"
Housing,"Housing Tenure",Owner-occupied,154929,"(+/- 5282 )",241336,"(+/- 4366 )",224901,"(+/- 4372 )",195510,"(+/- 4725 )",181125,"(+/- 4197 )",205991,"(+/- 4663 )",197547,"(+/- 4605 )",195531,"(+/- 4880 )"
Housing,"Housing Tenure",Renter-occupied,154405,"(+/- 5692 )",67254,"(+/- 3541 )",64217,"(+/- 3034 )",92557,"(+/- 4197 )",136213,"(+/- 5132 )",84260,"(+/- 3733 )",106164,"(+/- 4436 )",83195,"(+/- 4249 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.40,"(+/- 0.06 )",2.54,"(+/- 0.04 )",2.75,"(+/- 0.05 )",2.65,"(+/- 0.06 )",2.51,"(+/- 0.05 )",2.65,"(+/- 0.04 )",2.60,"(+/- 0.04 )",2.56,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.19,"(+/- 0.05 )",2.07,"(+/- 0.08 )",2.40,"(+/- 0.10 )",2.34,"(+/- 0.08 )",2.22,"(+/- 0.06 )",2.35,"(+/- 0.08 )",2.29,"(+/- 0.08 )",2.51,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",309334,"(+/- 5240 )",308590,"(+/- 4535 )",289118,"(+/- 4446 )",288067,"(+/- 4175 )",317338,"(+/- 4418 )",290251,"(+/- 4213 )",303711,"(+/- 4790 )",278726,"(+/- 4539 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",110246,"(+/- 4762 )",75590,"(+/- 3894 )",69365,"(+/- 3658 )",87899,"(+/- 4026 )",106665,"(+/- 4155 )",78492,"(+/- 3451 )",97220,"(+/- 3593 )",73057,"(+/- 4187 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",63492,"(+/- 4247 )",58786,"(+/- 3507 )",61536,"(+/- 3454 )",61546,"(+/- 3468 )",73665,"(+/- 3649 )",62033,"(+/- 3235 )",72584,"(+/- 4008 )",57605,"(+/- 3269 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",61447,"(+/- 3398 )",74470,"(+/- 3862 )",81749,"(+/- 3693 )",74198,"(+/- 3638 )",64926,"(+/- 2761 )",75053,"(+/- 3336 )",72743,"(+/- 3878 )",68968,"(+/- 4060 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",31094,"(+/- 2523 )",51371,"(+/- 3102 )",40928,"(+/- 3223 )",34833,"(+/- 2271 )",32741,"(+/- 2489 )",36603,"(+/- 2260 )",33121,"(+/- 2601 )",37611,"(+/- 2687 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",17654,"(+/- 1989 )",24532,"(+/- 2312 )",17394,"(+/- 1997 )",14486,"(+/- 1510 )",18252,"(+/- 1764 )",19506,"(+/- 1685 )",15735,"(+/- 1845 )",18131,"(+/- 1728 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",25401,"(+/- 2240 )",23841,"(+/- 1995 )",18146,"(+/- 1769 )",15105,"(+/- 1472 )",21089,"(+/- 1739 )",18564,"(+/- 1598 )",12308,"(+/- 1351 )",23354,"(+/- 1973 )"
Housing,Value,"Owner-occupied units",154929,"(+/- 5282 )",241336,"(+/- 4366 )",224901,"(+/- 4372 )",195510,"(+/- 4725 )",181125,"(+/- 4197 )",205991,"(+/- 4663 )",197547,"(+/- 4605 )",195531,"(+/- 4880 )"
Housing,Value,"Less than $50,000",16941,"(+/- 2167 )",6555,"(+/- 1044 )",13285,"(+/- 1564 )",20534,"(+/- 1928 )",17497,"(+/- 1836 )",22858,"(+/- 1593 )",18214,"(+/- 2362 )",31754,"(+/- 2516 )"
Housing,Value,"$50,000 to $99,999",48384,"(+/- 3181 )",8145,"(+/- 1570 )",22862,"(+/- 2187 )",39267,"(+/- 2250 )",43141,"(+/- 3038 )",35224,"(+/- 2070 )",42922,"(+/- 3039 )",49191,"(+/- 2927 )"
Housing,Value,"$100,000 to $149,999",34598,"(+/- 3145 )",29046,"(+/- 2150 )",45788,"(+/- 2823 )",37744,"(+/- 2651 )",45814,"(+/- 3535 )",37373,"(+/- 2474 )",46860,"(+/- 2923 )",37936,"(+/- 2481 )"
Housing,Value,"$150,000 to $199,999",17932,"(+/- 1885 )",46169,"(+/- 2655 )",51217,"(+/- 2751 )",34542,"(+/- 2767 )",30301,"(+/- 2168 )",38310,"(+/- 2622 )",34180,"(+/- 2422 )",33032,"(+/- 2454 )"
Housing,Value,"$200,000 to $299,999",18880,"(+/- 1860 )",65899,"(+/- 2787 )",56582,"(+/- 3368 )",35651,"(+/- 2604 )",22829,"(+/- 2028 )",40546,"(+/- 2597 )",33241,"(+/- 2555 )",27470,"(+/- 2712 )"
Housing,Value,"$300,000 to $499,999",12168,"(+/- 1338 )",58529,"(+/- 2773 )",28430,"(+/- 2263 )",20291,"(+/- 1979 )",15582,"(+/- 1553 )",25067,"(+/- 2110 )",15144,"(+/- 1816 )",12191,"(+/- 1510 )"
Housing,Value,"$500,000 to $999,999",4466,"(+/- 975 )",21286,"(+/- 1648 )",6135,"(+/- 1220 )",5709,"(+/- 1153 )",4613,"(+/- 806 )",5660,"(+/- 925 )",5351,"(+/- 1108 )",3045,"(+/- 900 )"
Housing,Value,"$1,000,000 or more",1560,"(+/- 657 )",5707,"(+/- 1014 )",602,"(+/- 391 )",1772,"(+/- 638 )",1348,"(+/- 429 )",953,"(+/- 313 )",1635,"(+/- 725 )",912,"(+/- 449 )"
Housing,Value,"Median (dollars)",115400,"(+/- 3627 )",242400,"(+/- 3747 )",175100,"(+/- 3390 )",150200,"(+/- 3653 )",129700,"(+/- 3724 )",158300,"(+/- 2472 )",139600,"(+/- 3549 )",119400,"(+/- 3806 )"
Housing,"Mortgage Status","Owner-occupied units",154929,"(+/- 5282 )",241336,"(+/- 4366 )",224901,"(+/- 4372 )",195510,"(+/- 4725 )",181125,"(+/- 4197 )",205991,"(+/- 4663 )",197547,"(+/- 4605 )",195531,"(+/- 4880 )"
Housing,"Mortgage Status","Housing units with a mortgage",103872,"(+/- 5248 )",163385,"(+/- 4825 )",147400,"(+/- 4019 )",114639,"(+/- 4106 )",116036,"(+/- 4332 )",122907,"(+/- 4480 )",117723,"(+/- 3715 )",102907,"(+/- 3894 )"
Housing,"Mortgage Status","Housing units without a mortgage",51057,"(+/- 3156 )",77951,"(+/- 3046 )",77501,"(+/- 3519 )",80871,"(+/- 3415 )",65089,"(+/- 3235 )",83084,"(+/- 2963 )",79824,"(+/- 4061 )",92624,"(+/- 3714 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",103872,"(+/- 5248 )",163385,"(+/- 4825 )",147400,"(+/- 4019 )",114639,"(+/- 4106 )",116036,"(+/- 4332 )",122907,"(+/- 4480 )",117723,"(+/- 3715 )",102907,"(+/- 3894 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1553,"(+/- 572 )",750,"(+/- 355 )",2010,"(+/- 554 )",3560,"(+/- 794 )",2270,"(+/- 751 )",3258,"(+/- 706 )",3420,"(+/- 829 )",6303,"(+/- 1094 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",36485,"(+/- 3044 )",20907,"(+/- 1933 )",36703,"(+/- 2734 )",41601,"(+/- 2487 )",35106,"(+/- 2505 )",34757,"(+/- 2368 )",52651,"(+/- 3056 )",48046,"(+/- 3234 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",38901,"(+/- 2901 )",52916,"(+/- 2953 )",60334,"(+/- 3045 )",41964,"(+/- 2918 )",46129,"(+/- 3174 )",44743,"(+/- 2713 )",39693,"(+/- 2781 )",31992,"(+/- 2829 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15597,"(+/- 1876 )",40058,"(+/- 2798 )",30547,"(+/- 2591 )",15423,"(+/- 1752 )",17642,"(+/- 1858 )",21833,"(+/- 2005 )",13384,"(+/- 1769 )",11192,"(+/- 1742 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5664,"(+/- 1159 )",22140,"(+/- 1892 )",9869,"(+/- 1449 )",7736,"(+/- 1353 )",8595,"(+/- 1313 )",11029,"(+/- 1526 )",5197,"(+/- 1066 )",3571,"(+/- 977 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2856,"(+/- 648 )",10405,"(+/- 1417 )",5307,"(+/- 1047 )",2373,"(+/- 737 )",2884,"(+/- 695 )",4118,"(+/- 1023 )",2139,"(+/- 701 )",1180,"(+/- 518 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2816,"(+/- 781 )",16209,"(+/- 2033 )",2630,"(+/- 791 )",1982,"(+/- 623 )",3410,"(+/- 801 )",3169,"(+/- 730 )",1239,"(+/- 499 )",623,"(+/- 362 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1156,"(+/- 22 )",1584,"(+/- 26 )",1261,"(+/- 27 )",1128,"(+/- 21 )",1198,"(+/- 21 )",1244,"(+/- 26 )",1029,"(+/- 25 )",968,"(+/- 28 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",51057,"(+/- 3156 )",77951,"(+/- 3046 )",77501,"(+/- 3519 )",80871,"(+/- 3415 )",65089,"(+/- 3235 )",83084,"(+/- 2963 )",79824,"(+/- 4061 )",92624,"(+/- 3714 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3809,"(+/- 805 )",2228,"(+/- 648 )",9773,"(+/- 1625 )",16031,"(+/- 1489 )",6072,"(+/- 1102 )",10999,"(+/- 1084 )",13657,"(+/- 1787 )",25464,"(+/- 2342 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",16821,"(+/- 2110 )",9249,"(+/- 1326 )",25468,"(+/- 2447 )",29094,"(+/- 2592 )",20204,"(+/- 1920 )",26212,"(+/- 2170 )",29317,"(+/- 2520 )",36901,"(+/- 2532 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",18902,"(+/- 1834 )",29093,"(+/- 1986 )",28883,"(+/- 2337 )",24731,"(+/- 2023 )",25818,"(+/- 2546 )",27183,"(+/- 1826 )",28199,"(+/- 2300 )",22938,"(+/- 2208 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",6275,"(+/- 970 )",21066,"(+/- 1649 )",9138,"(+/- 1417 )",7261,"(+/- 1139 )",7682,"(+/- 1057 )",12647,"(+/- 1618 )",6073,"(+/- 1262 )",5527,"(+/- 1207 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2831,"(+/- 819 )",7990,"(+/- 1185 )",2868,"(+/- 828 )",2707,"(+/- 812 )",3071,"(+/- 610 )",3939,"(+/- 842 )",1799,"(+/- 698 )",1306,"(+/- 502 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2419,"(+/- 765 )",8325,"(+/- 1134 )",1371,"(+/- 504 )",1047,"(+/- 398 )",2242,"(+/- 631 )",2104,"(+/- 557 )",779,"(+/- 462 )",488,"(+/- 285 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",441,"(+/- 11 )",589,"(+/- 11 )",420,"(+/- 11 )",376,"(+/- 10 )",437,"(+/- 8 )",427,"(+/- 11 )",383,"(+/- 11 )",330,"(+/- 8 )"
Housing,"Gross Rent","Occupied units paying rent",150184,"(+/- 5755 )",63928,"(+/- 3513 )",58874,"(+/- 3175 )",84372,"(+/- 4254 )",130908,"(+/- 5098 )",78668,"(+/- 3665 )",98690,"(+/- 4177 )",74221,"(+/- 4052 )"
Housing,"Gross Rent","Less than $500",14205,"(+/- 1981 )",2229,"(+/- 825 )",8980,"(+/- 1360 )",13078,"(+/- 1775 )",13471,"(+/- 1837 )",15457,"(+/- 1641 )",16815,"(+/- 2479 )",24539,"(+/- 2597 )"
Housing,"Gross Rent","$500 to $999",89408,"(+/- 4624 )",29050,"(+/- 2395 )",34484,"(+/- 3131 )",49388,"(+/- 3680 )",71720,"(+/- 4149 )",41449,"(+/- 2870 )",66079,"(+/- 3673 )",43379,"(+/- 3306 )"
Housing,"Gross Rent","$1,000 to $1,499",39384,"(+/- 3682 )",22961,"(+/- 3111 )",12125,"(+/- 1941 )",17580,"(+/- 2144 )",38205,"(+/- 3059 )",16638,"(+/- 2312 )",13567,"(+/- 2228 )",5289,"(+/- 1242 )"
Housing,"Gross Rent","$1,500 to $1,999",5333,"(+/- 1170 )",5350,"(+/- 1101 )",2773,"(+/- 812 )",2874,"(+/- 1095 )",5156,"(+/- 1131 )",4401,"(+/- 1012 )",1312,"(+/- 631 )",717,"(+/- 481 )"
Housing,"Gross Rent","$2,000 to $2,499",748,"(+/- 515 )",1684,"(+/- 534 )",457,"(+/- 298 )",1285,"(+/- 712 )",1604,"(+/- 740 )",592,"(+/- 353 )",771,"(+/- 579 )",68,"(+/- 104 )"
Housing,"Gross Rent","$2,500 to $2,999",348,"(+/- 225 )",1064,"(+/- 462 )",55,"(+/- 93 )",0,"(+/- 190 )",139,"(+/- 167 )",47,"(+/- 101 )",146,"(+/- 160 )",28,"(+/- 48 )"
Housing,"Gross Rent","$3,000 or more",758,"(+/- 559 )",1590,"(+/- 647 )",0,"(+/- 190 )",167,"(+/- 131 )",613,"(+/- 330 )",84,"(+/- 144 )",0,"(+/- 190 )",201,"(+/- 290 )"
Housing,"Gross Rent","Median (dollars)",850,"(+/- 16 )",1011,"(+/- 34 )",776,"(+/- 27 )",751,"(+/- 25 )",870,"(+/- 19 )",771,"(+/- 20 )",735,"(+/- 21 )",612,"(+/- 20 )"
Housing,"Gross Rent","No rent paid",4221,"(+/- 1259 )",3326,"(+/- 997 )",5343,"(+/- 1502 )",8185,"(+/- 1549 )",5305,"(+/- 1237 )",5592,"(+/- 1098 )",7474,"(+/- 1617 )",8974,"(+/- 1235 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",309334,"(+/- 5240 )",308590,"(+/- 4535 )",289118,"(+/- 4446 )",288067,"(+/- 4175 )",317338,"(+/- 4418 )",290251,"(+/- 4213 )",303711,"(+/- 4790 )",278726,"(+/- 4539 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",28702,"(+/- 3213 )",10291,"(+/- 1726 )",13266,"(+/- 2000 )",16674,"(+/- 1809 )",23774,"(+/- 2462 )",13341,"(+/- 1691 )",19748,"(+/- 2790 )",28380,"(+/- 2375 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",18617,"(+/- 2360 )",6407,"(+/- 1210 )",9076,"(+/- 1314 )",14162,"(+/- 1712 )",16476,"(+/- 1915 )",12748,"(+/- 1615 )",16882,"(+/- 1803 )",18906,"(+/- 2010 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",38717,"(+/- 3469 )",18315,"(+/- 2327 )",23030,"(+/- 2548 )",33241,"(+/- 2467 )",35327,"(+/- 2550 )",28764,"(+/- 2442 )",37910,"(+/- 3382 )",39965,"(+/- 3392 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",35816,"(+/- 3720 )",18227,"(+/- 2117 )",22841,"(+/- 2577 )",31111,"(+/- 2332 )",32429,"(+/- 2457 )",30921,"(+/- 2436 )",36196,"(+/- 3001 )",34490,"(+/- 2550 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",44077,"(+/- 3215 )",35115,"(+/- 2895 )",40487,"(+/- 2976 )",45394,"(+/- 3349 )",47923,"(+/- 3758 )",38350,"(+/- 2311 )",48744,"(+/- 3687 )",43813,"(+/- 2993 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",57176,"(+/- 4085 )",56444,"(+/- 3568 )",58743,"(+/- 3916 )",57337,"(+/- 3925 )",60659,"(+/- 3526 )",55290,"(+/- 3602 )",58954,"(+/- 3602 )",48548,"(+/- 2892 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",32433,"(+/- 3055 )",43884,"(+/- 2714 )",43997,"(+/- 2985 )",37152,"(+/- 2647 )",38765,"(+/- 2620 )",38752,"(+/- 3160 )",38092,"(+/- 2523 )",29143,"(+/- 2407 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",32160,"(+/- 2835 )",56035,"(+/- 3571 )",48719,"(+/- 3082 )",33068,"(+/- 2661 )",39663,"(+/- 3034 )",44382,"(+/- 2395 )",32097,"(+/- 2569 )",23310,"(+/- 2494 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",11006,"(+/- 1652 )",28954,"(+/- 2218 )",18034,"(+/- 2208 )",11029,"(+/- 1265 )",10947,"(+/- 1412 )",15524,"(+/- 1941 )",7451,"(+/- 1438 )",7804,"(+/- 1084 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",10630,"(+/- 1482 )",34918,"(+/- 2581 )",10925,"(+/- 1547 )",8899,"(+/- 1587 )",11375,"(+/- 1520 )",12179,"(+/- 1414 )",7637,"(+/- 1227 )",4367,"(+/- 904 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",45789,"(+/- 1577 )",79497,"(+/- 2178 )",64529,"(+/- 2104 )",50963,"(+/- 1053 )",50663,"(+/- 1065 )",58778,"(+/- 1712 )",47225,"(+/- 1379 )",40542,"(+/- 1291 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",64421,"(+/- 2222 )",110437,"(+/- 3154 )",78658,"(+/- 1931 )",66673,"(+/- 1829 )",68363,"(+/- 2017 )",76946,"(+/- 2066 )",62145,"(+/- 1799 )",54393,"(+/- 1670 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",720865,"(+/- 11448 )",754325,"(+/- 13103 )",781280,"(+/- 8842 )",741992,"(+/- 4991 )",762833,"(+/- 7552 )",753313,"(+/- 8934 )",769380,"(+/- 2930 )",716338,"(+/- 5787 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",647550,"(+/- 11382 )",725355,"(+/- 13097 )",725033,"(+/- 9462 )",663278,"(+/- 7251 )",672738,"(+/- 9210 )",696661,"(+/- 9008 )",686417,"(+/- 7399 )",635023,"(+/- 7227 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",468839,"(+/- 12323 )",631793,"(+/- 13233 )",596150,"(+/- 10692 )",512481,"(+/- 9434 )",509233,"(+/- 13047 )",572728,"(+/- 11022 )",511614,"(+/- 10265 )",433380,"(+/- 10770 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",251142,"(+/- 8836 )",179236,"(+/- 6474 )",214808,"(+/- 8270 )",248307,"(+/- 7644 )",248311,"(+/- 8857 )",224520,"(+/- 7954 )",276124,"(+/- 7793 )",301091,"(+/- 8176 )"
