Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",148631,"(+/- 4914 )",104793,"(+/- 3690 )",113471,"(+/- 4198 )",96000,"(+/- 4104 )"
Housing,"Gross Rent","Less than $500",8468,"(+/- 1465 )",5998,"(+/- 1074 )",1471,"(+/- 593 )",3796,"(+/- 982 )"
Housing,"Gross Rent","$500 to $999",84466,"(+/- 4313 )",49679,"(+/- 3102 )",22423,"(+/- 2387 )",33343,"(+/- 3132 )"
Housing,"Gross Rent","$1,000 to $1,499",45165,"(+/- 3195 )",34888,"(+/- 2977 )",56731,"(+/- 4019 )",43628,"(+/- 3347 )"
Housing,"Gross Rent","$1,500 to $1,999",9257,"(+/- 1800 )",10970,"(+/- 1490 )",24832,"(+/- 2430 )",11616,"(+/- 1717 )"
Housing,"Gross Rent","$2,000 to $2,499",969,"(+/- 605 )",2282,"(+/- 817 )",5709,"(+/- 1238 )",2558,"(+/- 876 )"
Housing,"Gross Rent","$2,500 to $2,999",198,"(+/- 180 )",678,"(+/- 573 )",1150,"(+/- 561 )",719,"(+/- 341 )"
Housing,"Gross Rent","$3,000 or more",108,"(+/- 126 )",298,"(+/- 250 )",1155,"(+/- 497 )",340,"(+/- 305 )"
Housing,"Gross Rent","Median (dollars)",909,"(+/- 18 )",972,"(+/- 25 )",1275,"(+/- 27 )",1110,"(+/- 23 )"
Housing,"Gross Rent","No rent paid",3326,"(+/- 931 )",2533,"(+/- 729 )",3104,"(+/- 861 )",3446,"(+/- 947 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",259459,"(+/- 5566 )",282126,"(+/- 2747 )",297759,"(+/- 5299 )",255269,"(+/- 4470 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",25690,"(+/- 2596 )",13459,"(+/- 2015 )",13149,"(+/- 2191 )",16109,"(+/- 2158 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",15124,"(+/- 2098 )",10364,"(+/- 1732 )",7546,"(+/- 1058 )",8776,"(+/- 1669 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",31934,"(+/- 2766 )",24509,"(+/- 2927 )",18022,"(+/- 2153 )",22399,"(+/- 2289 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",34039,"(+/- 2800 )",24663,"(+/- 2265 )",25225,"(+/- 2846 )",21594,"(+/- 2141 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",44536,"(+/- 3164 )",37758,"(+/- 2888 )",35490,"(+/- 2835 )",34549,"(+/- 2787 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",48496,"(+/- 3257 )",58229,"(+/- 3697 )",58574,"(+/- 3856 )",53611,"(+/- 3327 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",26408,"(+/- 2592 )",36750,"(+/- 3218 )",44227,"(+/- 2949 )",37616,"(+/- 3325 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",20370,"(+/- 2288 )",46317,"(+/- 3645 )",51912,"(+/- 3636 )",38375,"(+/- 2761 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",6741,"(+/- 1239 )",15188,"(+/- 1786 )",20401,"(+/- 2008 )",14417,"(+/- 1722 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",6121,"(+/- 969 )",14889,"(+/- 1592 )",23213,"(+/- 2234 )",7823,"(+/- 1123 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",41281,"(+/- 917 )",61225,"(+/- 1193 )",70804,"(+/- 1343 )",59714,"(+/- 1738 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",59141,"(+/- 2370 )",81061,"(+/- 1980 )",96010,"(+/- 3302 )",74596,"(+/- 2024 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",714408,"(+/- 19267 )",712107,"(+/- 3941 )",800901,"(+/- 15819 )",734820,"(+/- 15167 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",584657,"(+/- 16888 )",643664,"(+/- 6927 )",739600,"(+/- 14228 )",661691,"(+/- 14697 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",362954,"(+/- 13548 )",493311,"(+/- 9994 )",594089,"(+/- 13995 )",470794,"(+/- 15106 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",275408,"(+/- 11646 )",231937,"(+/- 8401 )",233141,"(+/- 9348 )",271980,"(+/- 11579 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",129751,"(+/- 9669 )",68443,"(+/- 6361 )",61301,"(+/- 7554 )",73129,"(+/- 6882 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",166098,"(+/- 9094 )",165471,"(+/- 2312 )",185191,"(+/- 6753 )",202076,"(+/- 9006 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",20787,"(+/- 3253 )",12889,"(+/- 2427 )",10891,"(+/- 2901 )",12986,"(+/- 2673 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",14.0,"(+/- 1.4 )",6.1,"(+/- 0.9 )",6.7,"(+/- 0.9 )",10.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.5,"(+/- 2.4 )",9.0,"(+/- 1.7 )",9.6,"(+/- 1.7 )",16.3,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",21.3,"(+/- 7.1 )",11.4,"(+/- 4.6 )",7.9,"(+/- 4.0 )",13.7,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",7.8,"(+/- 1.5 )",3.5,"(+/- 0.9 )",4.6,"(+/- 1.1 )",4.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.5,"(+/- 2.8 )",4.4,"(+/- 1.5 )",5.7,"(+/- 1.9 )",6.4,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.6,"(+/- 5.5 )",2.5,"(+/- 2.5 )",3.7,"(+/- 3.4 )",4.2,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",26.8,"(+/- 3.7 )",14.9,"(+/- 3.6 )",15.5,"(+/- 3.1 )",30.5,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.0,"(+/- 5.5 )",19.7,"(+/- 5.7 )",21.1,"(+/- 4.5 )",41.7,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",37.4,"(+/- 13.1 )",37.8,"(+/- 18.0 )",21.6,"(+/- 13.1 )",35.6,"(+/- 16.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.8,"(+/- 1.3 )",10.2,"(+/- 1.0 )",9.7,"(+/- 1.1 )",13.7,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",28.7,"(+/- 3.3 )",12.1,"(+/- 2.6 )",12.8,"(+/- 2.7 )",20.9,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",28.3,"(+/- 3.3 )",11.4,"(+/- 2.5 )",12.6,"(+/- 2.7 )",20.5,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.1,"(+/- 5.4 )",14.9,"(+/- 4.4 )",12.5,"(+/- 3.6 )",22.4,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",27.0,"(+/- 3.6 )",10.1,"(+/- 2.3 )",12.7,"(+/- 3.1 )",19.7,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.1,"(+/- 1.1 )",9.7,"(+/- 0.8 )",8.8,"(+/- 0.9 )",11.2,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,"(+/- 1.7 )",8.8,"(+/- 1.5 )",6.5,"(+/- 1.2 )",7.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.4,"(+/- 1.6 )",6.8,"(+/- 1.1 )",7.7,"(+/- 1.2 )",11.9,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.8,"(+/- 2.1 )",21.9,"(+/- 1.9 )",17.8,"(+/- 2.0 )",22.5,"(+/- 2.3 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",158656,"(+/- 8210 )",167319,"(+/- 3733 )",187738,"(+/- 6984 )",183379,"(+/- 8659 )"
Education,"School Enrollment","Nursery school, preschool",4813,"(+/- 1422 )",8848,"(+/- 1682 )",11060,"(+/- 1849 )",9165,"(+/- 1968 )"
Education,"School Enrollment",Kindergarten,6869,"(+/- 1613 )",8347,"(+/- 1538 )",10738,"(+/- 1810 )",9998,"(+/- 1704 )"
Education,"School Enrollment","Elementary school (grades 1-8)",73247,"(+/- 5384 )",69463,"(+/- 2068 )",79229,"(+/- 4204 )",85256,"(+/- 5564 )"
Education,"School Enrollment","High school (grades 9-12)",36568,"(+/- 2878 )",36902,"(+/- 1975 )",39165,"(+/- 2782 )",43494,"(+/- 3308 )"
Education,"School Enrollment","College or graduate school",37159,"(+/- 3828 )",43759,"(+/- 3340 )",47546,"(+/- 4218 )",35466,"(+/- 3497 )"
Education,"Educational Attainment","Population 25 years and over",493952,"(+/- 11461 )",502863,"(+/- 3162 )",569583,"(+/- 11004 )",496782,"(+/- 9883 )"
Education,"Educational Attainment","Less than 9th grade",48420,"(+/- 4306 )",18970,"(+/- 2522 )",14302,"(+/- 2847 )",25662,"(+/- 3037 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",59676,"(+/- 4807 )",37186,"(+/- 3725 )",24671,"(+/- 2565 )",44130,"(+/- 4177 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",166308,"(+/- 6866 )",132466,"(+/- 6542 )",144648,"(+/- 8483 )",149424,"(+/- 6520 )"
Education,"Educational Attainment","Some college, no degree",113993,"(+/- 5855 )",131273,"(+/- 4809 )",149895,"(+/- 6625 )",123368,"(+/- 6914 )"
Education,"Educational Attainment","Associate's degree",27970,"(+/- 2800 )",44267,"(+/- 2870 )",49388,"(+/- 3732 )",43883,"(+/- 3704 )"
Education,"Educational Attainment","Bachelor's degree",51428,"(+/- 4182 )",89351,"(+/- 4557 )",124240,"(+/- 6357 )",75091,"(+/- 4932 )"
Education,"Educational Attainment","Graduate or professional degree",26157,"(+/- 2461 )",49350,"(+/- 3619 )",62439,"(+/- 3548 )",35224,"(+/- 3065 )"
Education,"Educational Attainment","Percent high school graduate or higher",78.1,"(+/- 1.3 )",88.8,"(+/- 0.9 )",93.2,"(+/- 0.6 )",86.0,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",15.7,"(+/- 1.0 )",27.6,"(+/- 1.1 )",32.8,"(+/- 1.2 )",22.2,"(+/- 1.1 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",424742,G,270369,G,289072,G,148057,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",12,J,106,G,13,G,39,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",63,H,8866,G,283,H,2197,J
Business,"Paid employees for pay period including March 12",Utilities,1426,J,1616,J,745,J,896,J
Business,"Paid employees for pay period including March 12",Construction,18461,G,17918,G,22203,G,13376,G
Business,"Paid employees for pay period including March 12",Manufacturing,5048,G,23186,G,9514,G,5275,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7573,G,13459,G,8455,G,6147,G
Business,"Paid employees for pay period including March 12","Retail trade",49045,G,35680,G,38238,G,23335,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",13293,G,16427,G,14020,G,8629,G
Business,"Paid employees for pay period including March 12",Information,3991,G,4802,G,4721,G,3163,H
Business,"Paid employees for pay period including March 12","Finance and insurance",8174,G,8070,G,13843,G,4754,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",11183,G,5234,G,10529,G,3256,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16296,G,13341,G,21256,G,7988,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6128,H,2063,G,7708,H,2237,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",29222,G,18664,G,31021,G,11935,G
Business,"Paid employees for pay period including March 12","Educational services",2278,H,2282,G,4164,G,2618,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",43132,G,33042,G,25849,G,18636,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8288,G,7471,G,9012,G,4856,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",190633,H,48815,G,58638,H,23127,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10454,G,9277,G,8830,G,5575,G
Business,"Paid employees for pay period including March 12","Industries not classified",42,J,50,J,30,H,18,G
Business,"Annual payroll ($1,000)","Total for all sectors",17285142,G,11994974,G,12383743,G,5880627,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1543,J,3318,G,2000,J,1411,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4267,H,944369,G,14635,G,174066,J
Business,"Annual payroll ($1,000)",Utilities,154884,J,154664,J,79606,J,99022,J
Business,"Annual payroll ($1,000)",Construction,981243,G,968297,G,1295725,G,597329,G
Business,"Annual payroll ($1,000)",Manufacturing,238576,G,1417371,G,467640,G,248567,G
Business,"Annual payroll ($1,000)","Wholesale trade",369394,G,734836,G,647989,G,357680,G
Business,"Annual payroll ($1,000)","Retail trade",1394045,G,1058862,G,1050906,G,626759,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",460469,G,710538,G,757297,H,357171,G
Business,"Annual payroll ($1,000)",Information,275367,G,318740,G,292948,G,174210,H
Business,"Annual payroll ($1,000)","Finance and insurance",471575,G,543795,G,888415,G,266294,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",514631,G,230125,G,464831,G,135695,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",978477,G,822753,G,1311530,G,555606,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",754994,H,219513,G,629417,H,166951,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",816242,G,559178,G,1034214,G,391255,G
Business,"Annual payroll ($1,000)","Educational services",78492,H,67709,G,162615,G,93157,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2057092,G,1690485,G,1360552,G,885082,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",732272,J,204576,G,280988,G,111216,G
Business,"Annual payroll ($1,000)","Accommodation and food services",6660731,H,1026128,G,1386118,H,470322,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",339482,G,317862,G,255424,G,168458,G
Business,"Annual payroll ($1,000)","Industries not classified",1366,G,1855,G,893,H,376,H
Business,"Total Establishments","Total for all sectors",18466,X,18592,X,17693,X,9587,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",6,X,32,X,5,X,13,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,109,X,21,X,45,X
Business,"Total Establishments",Utilities,21,X,53,X,17,X,31,X
Business,"Total Establishments",Construction,1018,X,1752,X,1185,X,879,X
Business,"Total Establishments",Manufacturing,372,X,818,X,372,X,276,X
Business,"Total Establishments","Wholesale trade",726,X,953,X,805,X,429,X
Business,"Total Establishments","Retail trade",3081,X,2306,X,2101,X,1217,X
Business,"Total Establishments","Transportation and warehousing",328,X,570,X,343,X,314,X
Business,"Total Establishments",Information,350,X,397,X,401,X,167,X
Business,"Total Establishments","Finance and insurance",1202,X,1140,X,1219,X,541,X
Business,"Total Establishments","Real estate and rental and leasing",1289,X,1134,X,1355,X,634,X
Business,"Total Establishments","Professional, scientific, and technical services",2477,X,2425,X,2846,X,1093,X
Business,"Total Establishments","Management of companies and enterprises",195,X,103,X,142,X,54,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1315,X,1192,X,1183,X,688,X
Business,"Total Establishments","Educational services",155,X,184,X,252,X,123,X
Business,"Total Establishments","Health care and social assistance",2033,X,1836,X,2093,X,1193,X
Business,"Total Establishments","Arts, entertainment, and recreation",375,X,427,X,523,X,202,X
Business,"Total Establishments","Accommodation and food services",2208,X,1724,X,1686,X,930,X
Business,"Total Establishments","Other services (except public administration)",1270,X,1404,X,1116,X,743,X
Business,"Total Establishments","Industries not classified",35,X,33,X,28,X,15,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
