Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",60645,"(+/- 3021 )",82738,"(+/- 4072 )",68352,"(+/- 3411 )",70208,"(+/- 3476 )"
Housing,"Gross Rent","Less than $500",6544,"(+/- 1431 )",9127,"(+/- 1563 )",4298,"(+/- 1051 )",2956,"(+/- 1029 )"
Housing,"Gross Rent","$500 to $999",31406,"(+/- 2477 )",37595,"(+/- 2915 )",27031,"(+/- 1986 )",25652,"(+/- 2730 )"
Housing,"Gross Rent","$1,000 to $1,499",16422,"(+/- 1807 )",23361,"(+/- 2103 )",23742,"(+/- 2665 )",30263,"(+/- 2573 )"
Housing,"Gross Rent","$1,500 to $1,999",4442,"(+/- 1134 )",9996,"(+/- 1719 )",9236,"(+/- 1533 )",9127,"(+/- 2022 )"
Housing,"Gross Rent","$2,000 to $2,499",953,"(+/- 484 )",1698,"(+/- 900 )",2798,"(+/- 880 )",1315,"(+/- 692 )"
Housing,"Gross Rent","$2,500 to $2,999",224,"(+/- 174 )",398,"(+/- 303 )",330,"(+/- 174 )",616,"(+/- 363 )"
Housing,"Gross Rent","$3,000 or more",654,"(+/- 395 )",563,"(+/- 383 )",917,"(+/- 581 )",279,"(+/- 301 )"
Housing,"Gross Rent","Median (dollars)",876,"(+/- 26 )",928,"(+/- 27 )",1050,"(+/- 33 )",1088,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",2494,"(+/- 711 )",4416,"(+/- 1106 )",3024,"(+/- 842 )",2008,"(+/- 852 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",240836,"(+/- 3150 )",257113,"(+/- 3890 )",229276,"(+/- 2858 )",248223,"(+/- 3661 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",9007,"(+/- 1320 )",14762,"(+/- 2182 )",8701,"(+/- 1519 )",8346,"(+/- 1560 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",6632,"(+/- 1203 )",9912,"(+/- 1334 )",6862,"(+/- 1137 )",6456,"(+/- 1216 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",16105,"(+/- 1702 )",20223,"(+/- 2435 )",15715,"(+/- 1494 )",14878,"(+/- 2362 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",21664,"(+/- 2188 )",19979,"(+/- 2105 )",17169,"(+/- 1715 )",19570,"(+/- 2530 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",29804,"(+/- 2905 )",35807,"(+/- 2797 )",26917,"(+/- 2331 )",28540,"(+/- 2984 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",50427,"(+/- 2699 )",54486,"(+/- 3401 )",44509,"(+/- 2816 )",50521,"(+/- 3868 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",40648,"(+/- 2670 )",34726,"(+/- 2443 )",30401,"(+/- 2184 )",39535,"(+/- 3099 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",40165,"(+/- 2957 )",40300,"(+/- 2399 )",43726,"(+/- 2077 )",50027,"(+/- 2946 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",14756,"(+/- 1731 )",13568,"(+/- 1584 )",17930,"(+/- 1682 )",17022,"(+/- 1828 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",11628,"(+/- 1450 )",13350,"(+/- 1711 )",17346,"(+/- 1613 )",13328,"(+/- 2028 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",67968,"(+/- 2327 )",61561,"(+/- 1260 )",71367,"(+/- 1980 )",72937,"(+/- 1662 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",83827,"(+/- 2113 )",80850,"(+/- 3225 )",94830,"(+/- 2631 )",87025,"(+/- 2009 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",757043,"(+/- 4530 )",757322,"(+/- 9080 )",763497,"(+/- 6522 )",798456,"(+/- 9839 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",695113,"(+/- 6843 )",671770,"(+/- 10145 )",704879,"(+/- 9327 )",722803,"(+/- 12860 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",609900,"(+/- 8905 )",558806,"(+/- 11722 )",620549,"(+/- 10402 )",623594,"(+/- 15172 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",155689,"(+/- 7017 )",193534,"(+/- 7296 )",148082,"(+/- 6277 )",160170,"(+/- 9847 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",61930,"(+/- 6013 )",85552,"(+/- 8138 )",58618,"(+/- 6303 )",75653,"(+/- 9683 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",246973,"(+/- 4125 )",222942,"(+/- 7019 )",242463,"(+/- 4435 )",260223,"(+/- 6808 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",15875,"(+/- 2716 )",22966,"(+/- 3927 )",12922,"(+/- 3021 )",19424,"(+/- 5061 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.4,"(+/- 0.9 )",8.0,"(+/- 0.9 )",6.7,"(+/- 0.8 )",5.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.9,"(+/- 1.4 )",11.9,"(+/- 1.7 )",8.5,"(+/- 1.2 )",8.4,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.9,"(+/- 3.7 )",11.8,"(+/- 5.0 )",13.8,"(+/- 5.1 )",7.9,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.9,"(+/- 0.8 )",4.8,"(+/- 0.9 )",5.2,"(+/- 0.8 )",3.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.9,"(+/- 1.2 )",6.6,"(+/- 1.5 )",6.0,"(+/- 1.3 )",4.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.2,"(+/- 2.1 )",6.3,"(+/- 3.5 )",12.0,"(+/- 5.0 )",4.6,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",22.7,"(+/- 4.8 )",29.0,"(+/- 4.6 )",18.4,"(+/- 4.0 )",18.8,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",28.4,"(+/- 6.0 )",39.4,"(+/- 6.4 )",27.2,"(+/- 6.0 )",25.2,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.7,"(+/- 17.6 )",57.3,"(+/- 18.5 )",27.4,"(+/- 21.9 )",20.8,"(+/- 15.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.4,"(+/- 1.0 )",12.0,"(+/- 1.1 )",9.8,"(+/- 1.0 )",7.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.3,"(+/- 1.7 )",14.0,"(+/- 2.1 )",9.6,"(+/- 1.5 )",9.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.1,"(+/- 1.7 )",13.6,"(+/- 2.1 )",9.5,"(+/- 1.5 )",8.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.1,"(+/- 3.0 )",15.8,"(+/- 3.3 )",13.5,"(+/- 3.0 )",9.5,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.4,"(+/- 1.7 )",12.8,"(+/- 2.2 )",8.1,"(+/- 1.4 )",8.3,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.0,"(+/- 0.8 )",11.2,"(+/- 1.1 )",9.9,"(+/- 0.9 )",7.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.4,"(+/- 1.4 )",7.4,"(+/- 1.4 )",6.7,"(+/- 1.3 )",6.1,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.7,"(+/- 1.0 )",8.8,"(+/- 1.2 )",6.8,"(+/- 0.9 )",5.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.1,"(+/- 2.2 )",27.3,"(+/- 2.7 )",31.9,"(+/- 2.7 )",20.0,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",247132,"(+/- 4779 )",226459,"(+/- 6988 )",269220,"(+/- 5928 )",241972,"(+/- 6877 )"
Education,"School Enrollment","Nursery school, preschool",13040,"(+/- 1335 )",13047,"(+/- 1760 )",14681,"(+/- 1794 )",17214,"(+/- 1751 )"
Education,"School Enrollment",Kindergarten,11782,"(+/- 1544 )",11306,"(+/- 1563 )",12357,"(+/- 1530 )",13633,"(+/- 2055 )"
Education,"School Enrollment","Elementary school (grades 1-8)",108243,"(+/- 3014 )",94959,"(+/- 4371 )",103381,"(+/- 3583 )",109863,"(+/- 4789 )"
Education,"School Enrollment","High school (grades 9-12)",53346,"(+/- 2393 )",44088,"(+/- 2890 )",54445,"(+/- 3206 )",51904,"(+/- 3191 )"
Education,"School Enrollment","College or graduate school",60721,"(+/- 3527 )",63059,"(+/- 3691 )",84356,"(+/- 4184 )",49358,"(+/- 3733 )"
Education,"Educational Attainment","Population 25 years and over",443286,"(+/- 3885 )",475064,"(+/- 6113 )",423089,"(+/- 5356 )",485596,"(+/- 6621 )"
Education,"Educational Attainment","Less than 9th grade",11829,"(+/- 2044 )",18917,"(+/- 3159 )",7852,"(+/- 1483 )",11524,"(+/- 1930 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",22268,"(+/- 2460 )",27393,"(+/- 2517 )",15059,"(+/- 2466 )",28693,"(+/- 3282 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",111799,"(+/- 5204 )",111194,"(+/- 5946 )",70331,"(+/- 3609 )",114754,"(+/- 6474 )"
Education,"Educational Attainment","Some college, no degree",116904,"(+/- 5435 )",117068,"(+/- 4778 )",109928,"(+/- 4618 )",126081,"(+/- 5429 )"
Education,"Educational Attainment","Associate's degree",40965,"(+/- 3066 )",43432,"(+/- 3245 )",41179,"(+/- 2812 )",47423,"(+/- 3108 )"
Education,"Educational Attainment","Bachelor's degree",93359,"(+/- 4116 )",98790,"(+/- 5162 )",116292,"(+/- 4290 )",108363,"(+/- 5223 )"
Education,"Educational Attainment","Graduate or professional degree",46162,"(+/- 3079 )",58270,"(+/- 3575 )",62448,"(+/- 3592 )",48758,"(+/- 3362 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.3,"(+/- 0.6 )",90.3,"(+/- 1.0 )",94.6,"(+/- 0.6 )",91.7,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.5,"(+/- 1.1 )",33.1,"(+/- 1.3 )",42.2,"(+/- 1.1 )",32.4,"(+/- 1.2 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",231999,G,373647,G,261713,G,303855,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",221,H,141,H,46,H,32,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",3041,G,1642,J,1030,G,1662,J
Business,"Paid employees for pay period including March 12",Utilities,565,H,2779,G,762,J,c,D
Business,"Paid employees for pay period including March 12",Construction,15665,G,20022,G,15274,G,27336,G
Business,"Paid employees for pay period including March 12",Manufacturing,40653,G,37681,G,14103,G,28510,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7653,G,21647,G,9841,G,17768,G
Business,"Paid employees for pay period including March 12","Retail trade",35563,G,40502,G,36109,G,43873,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9754,G,28592,G,4077,G,7379,G
Business,"Paid employees for pay period including March 12",Information,3120,G,11593,G,13122,G,17947,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9429,G,22179,G,11677,G,18568,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4531,G,5629,G,5133,G,4661,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",14345,G,26903,G,18353,G,25603,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1960,G,11306,H,4219,G,6718,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11514,G,20529,G,23485,H,26319,G
Business,"Paid employees for pay period including March 12","Educational services",3299,G,6257,H,32068,J,6747,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",27991,G,42318,G,33179,G,35355,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8617,G,5311,H,4643,G,3788,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",27266,G,37348,G,28506,G,22993,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6795,G,31242,G,6030,G,8402,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,26,J,56,H,6,J
Business,"Annual payroll ($1,000)","Total for all sectors",8838902,G,17898045,G,10462679,G,14262622,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",15310,H,9711,J,1076,G,1567,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",213238,G,122132,J,69172,G,139988,J
Business,"Annual payroll ($1,000)",Utilities,48046,H,266814,G,70308,J,D,D
Business,"Annual payroll ($1,000)",Construction,723850,G,1022455,G,731302,G,1391139,G
Business,"Annual payroll ($1,000)",Manufacturing,2156706,G,2381076,G,659776,G,1624285,G
Business,"Annual payroll ($1,000)","Wholesale trade",407613,G,1259552,G,562924,G,1127168,G
Business,"Annual payroll ($1,000)","Retail trade",887294,G,1119279,G,922997,G,1426573,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",419333,G,1374984,G,162155,G,320084,G
Business,"Annual payroll ($1,000)",Information,136650,G,790738,G,1002450,G,1296567,G
Business,"Annual payroll ($1,000)","Finance and insurance",532317,G,1650737,G,807648,G,1217107,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",164170,G,270748,G,212708,G,213099,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",704519,G,1732266,G,1099901,G,1337857,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",162737,H,1042029,H,408408,G,590805,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",313364,G,723053,G,844526,H,994405,G
Business,"Annual payroll ($1,000)","Educational services",80797,G,164128,H,902411,J,235053,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1102325,G,1989884,H,1307593,G,1625169,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",135008,G,126099,H,90633,G,77125,G
Business,"Annual payroll ($1,000)","Accommodation and food services",443746,G,659843,G,447375,G,354798,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",191511,G,1191928,G,157021,G,271267,G
Business,"Annual payroll ($1,000)","Industries not classified",368,G,589,G,2295,G,89,G
Business,"Total Establishments","Total for all sectors",17909,X,21144,X,19109,X,18858,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",34,X,21,X,23,X,15,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",248,X,66,X,53,X,25,X
Business,"Total Establishments",Utilities,48,X,89,X,62,X,18,X
Business,"Total Establishments",Construction,2420,X,2171,X,2050,X,2506,X
Business,"Total Establishments",Manufacturing,774,X,1013,X,645,X,908,X
Business,"Total Establishments","Wholesale trade",701,X,1120,X,720,X,1085,X
Business,"Total Establishments","Retail trade",2434,X,2564,X,2495,X,2344,X
Business,"Total Establishments","Transportation and warehousing",676,X,830,X,368,X,413,X
Business,"Total Establishments",Information,231,X,493,X,441,X,340,X
Business,"Total Establishments","Finance and insurance",1047,X,1355,X,1366,X,1327,X
Business,"Total Establishments","Real estate and rental and leasing",1265,X,1337,X,1477,X,1201,X
Business,"Total Establishments","Professional, scientific, and technical services",2160,X,2882,X,2970,X,2430,X
Business,"Total Establishments","Management of companies and enterprises",73,X,170,X,110,X,146,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",952,X,1124,X,1056,X,1164,X
Business,"Total Establishments","Educational services",213,X,267,X,355,X,300,X
Business,"Total Establishments","Health care and social assistance",1854,X,2033,X,2089,X,1901,X
Business,"Total Establishments","Arts, entertainment, and recreation",284,X,297,X,324,X,223,X
Business,"Total Establishments","Accommodation and food services",1292,X,1824,X,1352,X,1239,X
Business,"Total Establishments","Other services (except public administration)",1177,X,1465,X,1118,X,1263,X
Business,"Total Establishments","Industries not classified",26,X,23,X,35,X,10,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
