Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",14062,"(+/- 1872 )",24398,"(+/- 2628 )",12995,"(+/- 1913 )",11257,"(+/- 1650 )"
Housing,"Gross Rent","$500 to $999",37986,"(+/- 3146 )",49987,"(+/- 4009 )",34937,"(+/- 2874 )",53098,"(+/- 4049 )"
Housing,"Gross Rent","$1,000 to $1,499",10387,"(+/- 1536 )",10694,"(+/- 1967 )",14833,"(+/- 2414 )",16992,"(+/- 2276 )"
Housing,"Gross Rent","$1,500 to $1,999",1634,"(+/- 920 )",376,"(+/- 268 )",2618,"(+/- 977 )",2386,"(+/- 970 )"
Housing,"Gross Rent","$2,000 to $2,499",210,"(+/- 202 )",39,"(+/- 68 )",449,"(+/- 358 )",237,"(+/- 274 )"
Housing,"Gross Rent","$2,500 to $2,999",0,"(+/- 217 )",25,"(+/- 44 )",287,"(+/- 291 )",218,"(+/- 271 )"
Housing,"Gross Rent","$3,000 or more",39,"(+/- 72 )",48,"(+/- 66 )",69,"(+/- 43 )",0,"(+/- 217 )"
Housing,"Gross Rent","Median (dollars)",725,"(+/- 27 )",677,"(+/- 22 )",765,"(+/- 28 )",808,"(+/- 26 )"
Housing,"Gross Rent","No rent paid",8826,"(+/- 1629 )",14665,"(+/- 1785 )",10768,"(+/- 1750 )",9405,"(+/- 2091 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",273703,"(+/- 4413 )",255047,"(+/- 5230 )",278052,"(+/- 4810 )",285178,"(+/- 5258 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",21572,"(+/- 2174 )",35315,"(+/- 2725 )",33256,"(+/- 3571 )",28559,"(+/- 2965 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",18181,"(+/- 2435 )",21458,"(+/- 2351 )",16917,"(+/- 2223 )",18210,"(+/- 2321 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",32520,"(+/- 2767 )",37708,"(+/- 3100 )",33890,"(+/- 3727 )",35179,"(+/- 3208 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",30317,"(+/- 2807 )",30692,"(+/- 2810 )",28832,"(+/- 3099 )",28970,"(+/- 3075 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",39146,"(+/- 2787 )",34810,"(+/- 3025 )",36102,"(+/- 3388 )",43586,"(+/- 3735 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",50263,"(+/- 3466 )",43654,"(+/- 3288 )",45989,"(+/- 3382 )",49730,"(+/- 3473 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",35836,"(+/- 3305 )",21805,"(+/- 2316 )",32744,"(+/- 3279 )",33309,"(+/- 3018 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",29833,"(+/- 3085 )",20062,"(+/- 2191 )",28547,"(+/- 2583 )",31661,"(+/- 3006 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",8559,"(+/- 1578 )",5750,"(+/- 1287 )",11595,"(+/- 1843 )",8698,"(+/- 1610 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",7476,"(+/- 1328 )",3793,"(+/- 791 )",10180,"(+/- 1478 )",7276,"(+/- 1686 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",47681,"(+/- 1761 )",35842,"(+/- 1247 )",45475,"(+/- 2390 )",45442,"(+/- 1894 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",63217,"(+/- 2144 )",50164,"(+/- 1543 )",65054,"(+/- 2233 )",60847,"(+/- 2262 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",755383,"(+/- 4065 )",683570,"(+/- 6828 )",731643,"(+/- 5576 )",750212,"(+/- 2937 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",675537,"(+/- 6798 )",587882,"(+/- 7267 )",652734,"(+/- 9098 )",652901,"(+/- 7610 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",491929,"(+/- 10471 )",338676,"(+/- 8694 )",461404,"(+/- 11250 )",470625,"(+/- 12458 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",268319,"(+/- 8746 )",318613,"(+/- 8307 )",276655,"(+/- 9001 )",283582,"(+/- 9864 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",79846,"(+/- 5197 )",95688,"(+/- 5950 )",78909,"(+/- 7268 )",97311,"(+/- 7421 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",192809,"(+/- 2854 )",187458,"(+/- 3808 )",187506,"(+/- 3579 )",195683,"(+/- 3158 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6570,"(+/- 1632 )",9405,"(+/- 2382 )",9135,"(+/- 2469 )",11883,"(+/- 3564 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.2,"(+/- 1.3 )",20.8,"(+/- 1.3 )",14.3,"(+/- 1.5 )",13.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.7,"(+/- 2.2 )",31.3,"(+/- 2.5 )",21.4,"(+/- 2.6 )",19.6,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.1,"(+/- 5.5 )",25.6,"(+/- 7.9 )",25.7,"(+/- 7.8 )",18.2,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.1,"(+/- 1.2 )",7.5,"(+/- 1.5 )",6.9,"(+/- 1.2 )",4.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.5,"(+/- 1.7 )",11.4,"(+/- 2.6 )",7.5,"(+/- 1.8 )",5.5,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.3,"(+/- 4.5 )",19.8,"(+/- 12.8 )",13.8,"(+/- 7.3 )",4.7,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",32.2,"(+/- 4.0 )",40.3,"(+/- 3.2 )",35.5,"(+/- 4.3 )",37.6,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",43.1,"(+/- 5.5 )",48.5,"(+/- 4.1 )",44.2,"(+/- 6.0 )",47.4,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.2,"(+/- 13.1 )",31.3,"(+/- 12.5 )",49.8,"(+/- 14.7 )",37.3,"(+/- 17.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.9,"(+/- 1.2 )",26.2,"(+/- 1.3 )",19.6,"(+/- 1.3 )",18.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.1,"(+/- 2.6 )",37.2,"(+/- 2.7 )",25.7,"(+/- 2.4 )",24.1,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.8,"(+/- 2.6 )",37.0,"(+/- 2.7 )",25.5,"(+/- 2.5 )",23.6,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",19.5,"(+/- 3.9 )",38.8,"(+/- 4.8 )",29.5,"(+/- 4.3 )",20.4,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.3,"(+/- 2.7 )",36.4,"(+/- 2.8 )",24.1,"(+/- 2.6 )",24.9,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.3,"(+/- 1.1 )",22.3,"(+/- 1.2 )",17.7,"(+/- 1.3 )",16.1,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.7,"(+/- 1.4 )",15.4,"(+/- 1.9 )",15.4,"(+/- 1.9 )",11.7,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.1,"(+/- 1.3 )",23.7,"(+/- 1.6 )",16.4,"(+/- 1.4 )",14.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.1,"(+/- 2.6 )",37.7,"(+/- 2.5 )",34.3,"(+/- 2.3 )",34.6,"(+/- 2.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196735,"(+/- 4045 )",193661,"(+/- 4887 )",198089,"(+/- 5365 )",190666,"(+/- 4627 )"
Education,"School Enrollment","Nursery school, preschool",11478,"(+/- 1604 )",12799,"(+/- 1991 )",10954,"(+/- 2010 )",12829,"(+/- 1825 )"
Education,"School Enrollment",Kindergarten,10428,"(+/- 1684 )",9914,"(+/- 1481 )",9920,"(+/- 1662 )",10180,"(+/- 1750 )"
Education,"School Enrollment","Elementary school (grades 1-8)",84107,"(+/- 2773 )",83395,"(+/- 3001 )",82084,"(+/- 3619 )",80727,"(+/- 3782 )"
Education,"School Enrollment","High school (grades 9-12)",43566,"(+/- 2875 )",40645,"(+/- 2719 )",41658,"(+/- 2969 )",40745,"(+/- 3392 )"
Education,"School Enrollment","College or graduate school",47156,"(+/- 3111 )",46908,"(+/- 3401 )",53473,"(+/- 3786 )",46185,"(+/- 3681 )"
Education,"Educational Attainment","Population 25 years and over",503573,"(+/- 3940 )",450800,"(+/- 4859 )",495023,"(+/- 5245 )",509945,"(+/- 3501 )"
Education,"Educational Attainment","Less than 9th grade",27746,"(+/- 3020 )",25979,"(+/- 2392 )",19211,"(+/- 1946 )",21554,"(+/- 2583 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",55058,"(+/- 3832 )",57853,"(+/- 3687 )",50868,"(+/- 4218 )",47699,"(+/- 4554 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",158708,"(+/- 5800 )",138268,"(+/- 6410 )",145184,"(+/- 5928 )",153451,"(+/- 6925 )"
Education,"Educational Attainment","Some college, no degree",109811,"(+/- 4963 )",97281,"(+/- 4311 )",100773,"(+/- 6334 )",123320,"(+/- 6633 )"
Education,"Educational Attainment","Associate's degree",49615,"(+/- 4304 )",45314,"(+/- 3746 )",51199,"(+/- 4196 )",51952,"(+/- 4118 )"
Education,"Educational Attainment","Bachelor's degree",65430,"(+/- 4510 )",51619,"(+/- 3637 )",77074,"(+/- 4028 )",71097,"(+/- 5462 )"
Education,"Educational Attainment","Graduate or professional degree",37205,"(+/- 3265 )",34486,"(+/- 3322 )",50714,"(+/- 3939 )",40872,"(+/- 4245 )"
Education,"Educational Attainment","Percent high school graduate or higher",83.6,"(+/- 1.0 )",81.4,"(+/- 0.9 )",85.8,"(+/- 0.9 )",86.4,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",20.4,"(+/- 1.1 )",19.1,"(+/- 1.1 )",25.8,"(+/- 1.2 )",22.0,"(+/- 1.4 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",231373,G,190526,G,266340,G,230392,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1151,G,887,G,2318,G,789,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",467,H,204,G,1380,G,1037,H
Business,"Paid employees for pay period including March 12",Utilities,1384,G,2717,H,1962,H,3335,H
Business,"Paid employees for pay period including March 12",Construction,8135,G,8643,G,13488,G,14150,G
Business,"Paid employees for pay period including March 12",Manufacturing,51497,G,30486,G,27776,H,33467,G
Business,"Paid employees for pay period including March 12","Wholesale trade",11055,G,7626,G,12356,G,5380,G
Business,"Paid employees for pay period including March 12","Retail trade",37225,G,29617,G,40658,G,38268,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",15375,G,8323,G,10623,G,4610,G
Business,"Paid employees for pay period including March 12",Information,2215,H,3016,G,5544,H,2582,H
Business,"Paid employees for pay period including March 12","Finance and insurance",6935,H,5551,H,13651,H,7035,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2146,G,1749,G,3660,H,2700,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5752,G,4149,G,11131,G,8696,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1651,G,2152,G,2847,G,1826,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13516,G,8018,G,12235,G,9739,G
Business,"Paid employees for pay period including March 12","Educational services",2550,G,5286,H,5266,G,2615,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",32792,G,34448,G,54700,G,40176,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1898,G,1543,G,2429,H,3282,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",26248,G,27803,G,32333,G,41399,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9351,G,8260,G,11944,G,9286,G
Business,"Paid employees for pay period including March 12","Industries not classified",30,J,48,G,39,J,20,H
Business,"Annual payroll ($1,000)","Total for all sectors",7985101,G,6708492,G,10347802,G,8756162,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",57451,G,36417,G,86075,G,32481,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",28389,H,10013,G,116967,G,71211,H
Business,"Annual payroll ($1,000)",Utilities,79840,G,256648,J,155909,H,245110,H
Business,"Annual payroll ($1,000)",Construction,354672,G,401095,G,699411,G,660353,G
Business,"Annual payroll ($1,000)",Manufacturing,2161380,G,1409501,G,1191789,H,1905197,H
Business,"Annual payroll ($1,000)","Wholesale trade",508479,G,362376,G,675559,G,267595,G
Business,"Annual payroll ($1,000)","Retail trade",873294,G,707495,G,994670,G,892431,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",624693,G,368256,G,449066,G,207017,G
Business,"Annual payroll ($1,000)",Information,92700,H,147360,G,264755,H,115234,H
Business,"Annual payroll ($1,000)","Finance and insurance",344417,G,259442,G,823227,G,353607,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",69636,G,54770,G,142984,H,90454,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",286641,G,190119,G,633580,G,434355,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",99019,G,124031,H,231383,G,124825,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",341270,G,221527,G,297440,G,276049,G
Business,"Annual payroll ($1,000)","Educational services",50118,G,121778,H,137300,G,78282,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1384925,G,1302910,G,2578648,G,1972358,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",33184,H,34603,H,53387,H,68900,H
Business,"Annual payroll ($1,000)","Accommodation and food services",363944,G,494729,G,502697,G,739649,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",230647,G,204759,G,312337,G,220745,G
Business,"Annual payroll ($1,000)","Industries not classified",402,G,663,H,618,G,309,H
Business,"Total Establishments","Total for all sectors",14377,X,12640,X,17206,X,14274,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",136,X,153,X,267,X,124,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",21,X,27,X,142,X,120,X
Business,"Total Establishments",Utilities,127,X,164,X,162,X,155,X
Business,"Total Establishments",Construction,912,X,751,X,1156,X,973,X
Business,"Total Establishments",Manufacturing,773,X,402,X,524,X,442,X
Business,"Total Establishments","Wholesale trade",661,X,614,X,833,X,560,X
Business,"Total Establishments","Retail trade",3018,X,2624,X,3114,X,2848,X
Business,"Total Establishments","Transportation and warehousing",651,X,440,X,552,X,408,X
Business,"Total Establishments",Information,215,X,233,X,297,X,207,X
Business,"Total Establishments","Finance and insurance",1071,X,964,X,1518,X,1089,X
Business,"Total Establishments","Real estate and rental and leasing",522,X,538,X,698,X,648,X
Business,"Total Establishments","Professional, scientific, and technical services",926,X,791,X,1628,X,1256,X
Business,"Total Establishments","Management of companies and enterprises",60,X,71,X,133,X,77,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",563,X,426,X,666,X,528,X
Business,"Total Establishments","Educational services",142,X,147,X,178,X,134,X
Business,"Total Establishments","Health care and social assistance",1464,X,1477,X,1736,X,1521,X
Business,"Total Establishments","Arts, entertainment, and recreation",159,X,157,X,194,X,178,X
Business,"Total Establishments","Accommodation and food services",1360,X,1179,X,1497,X,1503,X
Business,"Total Establishments","Other services (except public administration)",1569,X,1452,X,1879,X,1480,X
Business,"Total Establishments","Industries not classified",27,X,30,X,32,X,23,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
