Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
Housing,Value,"$200,000 to $299,999",36764,"(+/- 2802 )",50257,"(+/- 3745 )",37824,"(+/- 2754 )",59846,"(+/- 3495 )",50162,"(+/- 3198 )"
Housing,Value,"$300,000 to $499,999",91705,"(+/- 3751 )",53616,"(+/- 3544 )",83950,"(+/- 4014 )",50110,"(+/- 3275 )",67029,"(+/- 3051 )"
Housing,Value,"$500,000 to $999,999",46691,"(+/- 2880 )",27106,"(+/- 2700 )",50410,"(+/- 3245 )",18916,"(+/- 1947 )",28835,"(+/- 2129 )"
Housing,Value,"$1,000,000 or more",5450,"(+/- 934 )",5913,"(+/- 1352 )",5515,"(+/- 1011 )",2257,"(+/- 722 )",6463,"(+/- 1099 )"
Housing,Value,"Median (dollars)",377900,"(+/- 5440 )",264800,"(+/- 5924 )",386600,"(+/- 7004 )",246800,"(+/- 4917 )",308100,"(+/- 7037 )"
Housing,"Mortgage Status","Owner-occupied units",203160,"(+/- 3880 )",210912,"(+/- 4825 )",193702,"(+/- 3978 )",201155,"(+/- 4575 )",198086,"(+/- 4441 )"
Housing,"Mortgage Status","Housing units with a mortgage",147305,"(+/- 4042 )",129243,"(+/- 4876 )",138245,"(+/- 3966 )",122300,"(+/- 4871 )",135398,"(+/- 4399 )"
Housing,"Mortgage Status","Housing units without a mortgage",55855,"(+/- 2900 )",81669,"(+/- 3511 )",55457,"(+/- 2993 )",78855,"(+/- 3233 )",62688,"(+/- 3671 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",147305,"(+/- 4042 )",129243,"(+/- 4876 )",138245,"(+/- 3966 )",122300,"(+/- 4871 )",135398,"(+/- 4399 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",707,"(+/- 402 )",1839,"(+/- 647 )",954,"(+/- 495 )",1607,"(+/- 602 )",1389,"(+/- 546 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",8321,"(+/- 1294 )",25125,"(+/- 2542 )",7675,"(+/- 1098 )",19413,"(+/- 1959 )",14360,"(+/- 1759 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",31547,"(+/- 2458 )",47109,"(+/- 3818 )",34084,"(+/- 2252 )",46890,"(+/- 3288 )",42903,"(+/- 2515 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",47736,"(+/- 3091 )",25762,"(+/- 2785 )",41690,"(+/- 2597 )",31276,"(+/- 2671 )",38343,"(+/- 3062 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",30553,"(+/- 2588 )",16521,"(+/- 2441 )",25866,"(+/- 2751 )",14009,"(+/- 1948 )",16864,"(+/- 2118 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",15855,"(+/- 1927 )",7528,"(+/- 1459 )",14579,"(+/- 1824 )",5407,"(+/- 1056 )",11165,"(+/- 1658 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",12586,"(+/- 1597 )",5359,"(+/- 1230 )",13397,"(+/- 1484 )",3698,"(+/- 969 )",10374,"(+/- 1470 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1843,"(+/- 31 )",1406,"(+/- 30 )",1793,"(+/- 29 )",1426,"(+/- 25 )",1617,"(+/- 30 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",55855,"(+/- 2900 )",81669,"(+/- 3511 )",55457,"(+/- 2993 )",78855,"(+/- 3233 )",62688,"(+/- 3671 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2617,"(+/- 851 )",9099,"(+/- 1448 )",1844,"(+/- 592 )",7821,"(+/- 1451 )",3904,"(+/- 747 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",6753,"(+/- 1073 )",22211,"(+/- 2173 )",4965,"(+/- 990 )",21285,"(+/- 2332 )",11061,"(+/- 1448 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",18942,"(+/- 1760 )",29032,"(+/- 2561 )",18251,"(+/- 1907 )",28508,"(+/- 2278 )",21645,"(+/- 2035 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14411,"(+/- 1734 )",12427,"(+/- 1874 )",18153,"(+/- 2075 )",13352,"(+/- 1699 )",14239,"(+/- 1711 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7472,"(+/- 1145 )",5045,"(+/- 955 )",6307,"(+/- 1085 )",5007,"(+/- 1041 )",6376,"(+/- 1211 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5660,"(+/- 1003 )",3855,"(+/- 1069 )",5937,"(+/- 904 )",2882,"(+/- 787 )",5463,"(+/- 925 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",596,"(+/- 16 )",463,"(+/- 13 )",627,"(+/- 16 )",462,"(+/- 11 )",553,"(+/- 16 )"
Housing,"Gross Rent","Occupied units paying rent",112266,"(+/- 4330 )",107251,"(+/- 4760 )",132272,"(+/- 3915 )",118091,"(+/- 4377 )",103541,"(+/- 4173 )"
Housing,"Gross Rent","Less than $500",3981,"(+/- 961 )",12611,"(+/- 1677 )",9947,"(+/- 1889 )",10421,"(+/- 1663 )",5079,"(+/- 1067 )"
Housing,"Gross Rent","$500 to $999",22188,"(+/- 2623 )",51326,"(+/- 3952 )",31638,"(+/- 2857 )",59675,"(+/- 4132 )",40106,"(+/- 2592 )"
Housing,"Gross Rent","$1,000 to $1,499",48144,"(+/- 3053 )",30098,"(+/- 3723 )",55399,"(+/- 4038 )",36135,"(+/- 3111 )",39022,"(+/- 3917 )"
Housing,"Gross Rent","$1,500 to $1,999",26490,"(+/- 2563 )",9999,"(+/- 2003 )",23378,"(+/- 2416 )",8979,"(+/- 1720 )",13205,"(+/- 1678 )"
Housing,"Gross Rent","$2,000 to $2,499",8557,"(+/- 1763 )",2299,"(+/- 718 )",8756,"(+/- 1549 )",1896,"(+/- 688 )",3651,"(+/- 1020 )"
Housing,"Gross Rent","$2,500 to $2,999",1654,"(+/- 800 )",413,"(+/- 670 )",1807,"(+/- 680 )",395,"(+/- 274 )",1026,"(+/- 441 )"
Housing,"Gross Rent","$3,000 or more",1252,"(+/- 473 )",505,"(+/- 278 )",1347,"(+/- 453 )",590,"(+/- 385 )",1452,"(+/- 485 )"
Housing,"Gross Rent","Median (dollars)",1300,"(+/- 31 )",898,"(+/- 26 )",1198,"(+/- 24 )",921,"(+/- 24 )",1064,"(+/- 24 )"
Housing,"Gross Rent","No rent paid",3814,"(+/- 1064 )",7018,"(+/- 1336 )",3612,"(+/- 914 )",5092,"(+/- 1230 )",3663,"(+/- 802 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",319240,"(+/- 3572 )",325181,"(+/- 4038 )",329586,"(+/- 3279 )",324338,"(+/- 3358 )",305290,"(+/- 4182 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",14083,"(+/- 2374 )",21140,"(+/- 2752 )",23180,"(+/- 2460 )",26859,"(+/- 2491 )",17141,"(+/- 1870 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",8944,"(+/- 1462 )",18200,"(+/- 2465 )",14627,"(+/- 2082 )",17175,"(+/- 1893 )",9837,"(+/- 1485 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",20918,"(+/- 2210 )",35116,"(+/- 3253 )",24182,"(+/- 2590 )",37691,"(+/- 3070 )",26458,"(+/- 3107 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",23640,"(+/- 2504 )",33860,"(+/- 3147 )",29112,"(+/- 2736 )",34823,"(+/- 2663 )",25172,"(+/- 2012 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",36234,"(+/- 3100 )",45666,"(+/- 3194 )",38939,"(+/- 3230 )",46509,"(+/- 2808 )",40080,"(+/- 3134 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",54467,"(+/- 3682 )",69202,"(+/- 3568 )",55776,"(+/- 3828 )",60990,"(+/- 3504 )",59405,"(+/- 3990 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",46988,"(+/- 3368 )",40483,"(+/- 3604 )",43843,"(+/- 3108 )",39726,"(+/- 3271 )",41286,"(+/- 2756 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",60800,"(+/- 3130 )",36973,"(+/- 2812 )",51691,"(+/- 2590 )",37849,"(+/- 2924 )",47441,"(+/- 3207 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",27405,"(+/- 2052 )",11780,"(+/- 1602 )",25488,"(+/- 2357 )",11879,"(+/- 1949 )",19928,"(+/- 2228 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",25761,"(+/- 1988 )",12761,"(+/- 1830 )",22748,"(+/- 2055 )",10837,"(+/- 1533 )",18542,"(+/- 1929 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",75585,"(+/- 1870 )",51813,"(+/- 1087 )",64379,"(+/- 2523 )",49666,"(+/- 1485 )",63710,"(+/- 2152 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",95322,"(+/- 2381 )",68305,"(+/- 2168 )",85348,"(+/- 2140 )",67288,"(+/- 2031 )",84923,"(+/- 2465 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",837168,"(+/- 4882 )",806941,"(+/- 3716 )",837121,"(+/- 8572 )",799024,"(+/- 3994 )",822647,"(+/- 6773 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",787949,"(+/- 7424 )",743125,"(+/- 7361 )",778575,"(+/- 9416 )",749060,"(+/- 5475 )",763376,"(+/- 8166 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",629648,"(+/- 10226 )",495778,"(+/- 10549 )",579283,"(+/- 11320 )",510483,"(+/- 11401 )",555048,"(+/- 11601 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",256545,"(+/- 8764 )",380653,"(+/- 10373 )",286060,"(+/- 7984 )",372160,"(+/- 11198 )",333934,"(+/- 10776 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",49219,"(+/- 5833 )",63816,"(+/- 6816 )",58546,"(+/- 4676 )",49964,"(+/- 4422 )",59271,"(+/- 5067 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",199641,"(+/- 2899 )",189271,"(+/- 2456 )",173043,"(+/- 4331 )",164881,"(+/- 2299 )",201279,"(+/- 4241 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4392,"(+/- 1152 )",10458,"(+/- 2415 )",4386,"(+/- 1537 )",5953,"(+/- 1683 )",7785,"(+/- 2170 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.2,"(+/- 0.9 )",9.8,"(+/- 1.2 )",10.2,"(+/- 1.4 )",10.4,"(+/- 1.2 )",8.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.5,"(+/- 1.7 )",16.2,"(+/- 2.2 )",15.8,"(+/- 2.6 )",17.4,"(+/- 2.4 )",14.2,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.5,"(+/- 2.1 )",20.0,"(+/- 6.0 )",16.0,"(+/- 5.3 )",23.5,"(+/- 6.8 )",10.0,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,"(+/- 0.6 )",5.3,"(+/- 1.1 )",5.3,"(+/- 1.2 )",5.3,"(+/- 1.0 )",5.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.1,"(+/- 1.2 )",8.1,"(+/- 2.3 )",6.8,"(+/- 2.2 )",7.3,"(+/- 1.9 )",8.8,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.0,"(+/- 1.2 )",12.7,"(+/- 6.8 )",4.1,"(+/- 2.1 )",8.3,"(+/- 5.6 )",4.4,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",18.7,"(+/- 4.9 )",28.5,"(+/- 4.7 )",28.6,"(+/- 4.6 )",32.7,"(+/- 4.5 )",21.9,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.9,"(+/- 6.7 )",37.6,"(+/- 5.8 )",37.5,"(+/- 6.8 )",42.6,"(+/- 6.0 )",28.7,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.3,"(+/- 14.7 )",37.6,"(+/- 14.3 )",56.7,"(+/- 15.9 )",73.1,"(+/- 13.0 )",26.7,"(+/- 16.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,"(+/- 0.9 )",13.8,"(+/- 1.3 )",14.3,"(+/- 1.1 )",16.5,"(+/- 1.1 )",12.9,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.7,"(+/- 2.1 )",19.2,"(+/- 2.7 )",18.1,"(+/- 2.8 )",18.1,"(+/- 2.6 )",18.1,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.3,"(+/- 2.0 )",18.7,"(+/- 2.7 )",17.2,"(+/- 2.9 )",17.3,"(+/- 2.6 )",17.5,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",9.7,"(+/- 3.0 )",23.6,"(+/- 4.5 )",17.7,"(+/- 3.7 )",22.8,"(+/- 5.3 )",19.3,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.1,"(+/- 2.0 )",16.9,"(+/- 2.7 )",17.0,"(+/- 3.4 )",15.4,"(+/- 2.6 )",16.9,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.5,"(+/- 0.8 )",12.4,"(+/- 1.1 )",13.4,"(+/- 0.9 )",16.2,"(+/- 0.9 )",11.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.8,"(+/- 1.3 )",7.6,"(+/- 1.2 )",11.7,"(+/- 1.8 )",9.7,"(+/- 1.3 )",8.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.5,"(+/- 1.0 )",10.5,"(+/- 1.3 )",10.4,"(+/- 1.5 )",10.7,"(+/- 1.3 )",10.2,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.7,"(+/- 1.7 )",26.6,"(+/- 2.2 )",24.0,"(+/- 1.5 )",33.9,"(+/- 2.1 )",23.6,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",207602,"(+/- 4643 )",170567,"(+/- 4951 )",191596,"(+/- 5471 )",187372,"(+/- 4707 )",195914,"(+/- 4760 )"
Education,"School Enrollment","Nursery school, preschool",13627,"(+/- 1787 )",10111,"(+/- 1745 )",13936,"(+/- 1805 )",9463,"(+/- 1736 )",9890,"(+/- 1402 )"
Education,"School Enrollment",Kindergarten,10225,"(+/- 1789 )",8777,"(+/- 1617 )",7379,"(+/- 1388 )",7107,"(+/- 1406 )",10620,"(+/- 1703 )"
Education,"School Enrollment","Elementary school (grades 1-8)",87226,"(+/- 3036 )",76972,"(+/- 3310 )",71997,"(+/- 3477 )",69859,"(+/- 2656 )",85780,"(+/- 3213 )"
Education,"School Enrollment","High school (grades 9-12)",43322,"(+/- 2222 )",42088,"(+/- 3070 )",37308,"(+/- 2517 )",36072,"(+/- 2000 )",45983,"(+/- 2572 )"
Education,"School Enrollment","College or graduate school",53202,"(+/- 3621 )",32619,"(+/- 3293 )",60976,"(+/- 3653 )",64871,"(+/- 3703 )",43641,"(+/- 3406 )"
Education,"Educational Attainment","Population 25 years and over",586003,"(+/- 3445 )",578751,"(+/- 3687 )",606999,"(+/- 5380 )",559224,"(+/- 3924 )",570218,"(+/- 4920 )"
Education,"Educational Attainment","Less than 9th grade",18617,"(+/- 3040 )",20602,"(+/- 2860 )",20761,"(+/- 2911 )",14208,"(+/- 2464 )",28265,"(+/- 3271 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",25205,"(+/- 2826 )",40516,"(+/- 3967 )",28059,"(+/- 3059 )",32033,"(+/- 3106 )",34115,"(+/- 3375 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",109882,"(+/- 5149 )",161832,"(+/- 6088 )",119606,"(+/- 6153 )",144456,"(+/- 6216 )",138034,"(+/- 6478 )"
Education,"Educational Attainment","Some college, no degree",134305,"(+/- 5849 )",157090,"(+/- 6483 )",137639,"(+/- 6291 )",161184,"(+/- 6163 )",140586,"(+/- 5936 )"
Education,"Educational Attainment","Associate's degree",49545,"(+/- 3594 )",54160,"(+/- 3692 )",47954,"(+/- 3538 )",54626,"(+/- 3545 )",49498,"(+/- 3367 )"
Education,"Educational Attainment","Bachelor's degree",156260,"(+/- 6370 )",92917,"(+/- 4487 )",154584,"(+/- 5777 )",91228,"(+/- 4853 )",114171,"(+/- 5010 )"
Education,"Educational Attainment","Graduate or professional degree",92189,"(+/- 4593 )",51634,"(+/- 3346 )",98396,"(+/- 4600 )",61489,"(+/- 3646 )",65549,"(+/- 3871 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.5,"(+/- 0.6 )",89.4,"(+/- 0.8 )",92.0,"(+/- 0.6 )",91.7,"(+/- 0.7 )",89.1,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",42.4,"(+/- 1.1 )",25.0,"(+/- 0.9 )",41.7,"(+/- 1.2 )",27.3,"(+/- 1.1 )",31.5,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",367384,G,253292,G,398780,G,243054,G,270511,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1810,H,2857,G,252,H,4722,G,2752,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",219,G,467,H,100,H,398,H,198,G
Business,"Paid employees for pay period including March 12",Utilities,1474,G,1566,J,3610,H,583,H,534,H
Business,"Paid employees for pay period including March 12",Construction,20068,G,14852,G,20380,G,12126,G,18647,G
Business,"Paid employees for pay period including March 12",Manufacturing,44153,G,27246,G,29776,G,31075,G,31457,G
Business,"Paid employees for pay period including March 12","Wholesale trade",29239,H,8456,G,21968,G,8953,G,13661,G
Business,"Paid employees for pay period including March 12","Retail trade",44624,G,42632,G,41653,G,38706,G,40898,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6107,G,11058,G,22050,G,8725,G,8997,G
Business,"Paid employees for pay period including March 12",Information,12830,G,4850,G,10327,G,5480,H,4479,G
Business,"Paid employees for pay period including March 12","Finance and insurance",14252,H,7731,G,19914,G,7968,G,9428,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",7661,G,4070,G,7996,G,3962,G,4979,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",28050,G,9497,G,29985,G,9522,G,12582,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",24215,H,4776,G,13043,G,3719,G,5030,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",23046,G,12824,G,23499,G,14129,G,17310,G
Business,"Paid employees for pay period including March 12","Educational services",11443,G,3063,G,15847,H,2875,G,5378,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",44959,G,45717,G,63049,G,46101,G,45264,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5218,G,6300,G,7342,G,3981,G,4626,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",34268,G,33894,G,48157,G,29565,G,31081,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13659,G,11352,G,19728,G,10373,G,13147,G
Business,"Paid employees for pay period including March 12","Industries not classified",89,J,84,H,104,J,91,G,63,J
Business,"Annual payroll ($1,000)","Total for all sectors",22047293,G,9504381,G,20189039,G,9714273,G,11619930,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",83668,H,126226,G,18426,H,198624,G,95236,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",12702,G,26552,H,7009,G,20617,G,11666,G
Business,"Annual payroll ($1,000)",Utilities,151650,G,133649,H,379023,H,53603,H,49903,H
Business,"Annual payroll ($1,000)",Construction,1266662,G,695460,G,1301400,G,620811,G,1042629,G
Business,"Annual payroll ($1,000)",Manufacturing,2847179,G,1119927,G,1506162,G,1747874,G,1685150,G
Business,"Annual payroll ($1,000)","Wholesale trade",3059600,H,395487,G,1366501,G,472901,G,827219,G
Business,"Annual payroll ($1,000)","Retail trade",1312239,G,1193372,G,1343391,G,1047174,G,1145455,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",299506,G,493685,G,1128981,G,366789,G,414470,G
Business,"Annual payroll ($1,000)",Information,943450,G,246459,G,768093,G,290471,H,329512,G
Business,"Annual payroll ($1,000)","Finance and insurance",962015,G,426316,G,1817781,G,449125,G,674559,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",328977,G,133168,G,380138,G,124905,G,227086,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2512936,H,463047,G,2294088,G,477638,G,842500,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3522325,H,315944,G,1263008,G,267814,G,313410,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",898939,G,399518,H,779946,G,378438,G,521515,G
Business,"Annual payroll ($1,000)","Educational services",265607,G,74979,G,471082,G,67571,G,134277,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2234352,G,2224403,G,3488165,G,2263259,G,2271879,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",197829,H,116064,G,211873,G,79087,G,99713,G
Business,"Annual payroll ($1,000)","Accommodation and food services",661004,G,641121,G,991035,G,509397,G,580380,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",484156,G,277134,G,669871,G,276972,G,352212,G
Business,"Annual payroll ($1,000)","Industries not classified",2497,H,1870,G,3066,G,1203,G,1159,G
Business,"Total Establishments","Total for all sectors",23055,X,23524,X,26229,X,19514,X,21740,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",171,X,364,X,36,X,495,X,273,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,46,X,10,X,43,X,19,X
Business,"Total Establishments",Utilities,34,X,121,X,44,X,39,X,31,X
Business,"Total Establishments",Construction,2244,X,2921,X,2275,X,2041,X,2755,X
Business,"Total Establishments",Manufacturing,1232,X,1100,X,1136,X,1045,X,980,X
Business,"Total Establishments","Wholesale trade",1272,X,933,X,1281,X,742,X,1017,X
Business,"Total Establishments","Retail trade",2571,X,3207,X,2902,X,2706,X,2713,X
Business,"Total Establishments","Transportation and warehousing",527,X,729,X,775,X,582,X,530,X
Business,"Total Establishments",Information,486,X,460,X,569,X,311,X,306,X
Business,"Total Establishments","Finance and insurance",1208,X,1154,X,1172,X,1014,X,1333,X
Business,"Total Establishments","Real estate and rental and leasing",1431,X,1272,X,1452,X,999,X,1208,X
Business,"Total Establishments","Professional, scientific, and technical services",2740,X,2122,X,3614,X,1723,X,2104,X
Business,"Total Establishments","Management of companies and enterprises",204,X,97,X,186,X,100,X,113,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1379,X,1170,X,1212,X,890,X,1177,X
Business,"Total Establishments","Educational services",383,X,269,X,459,X,243,X,263,X
Business,"Total Establishments","Health care and social assistance",2795,X,2692,X,3087,X,2385,X,2641,X
Business,"Total Establishments","Arts, entertainment, and recreation",340,X,401,X,484,X,293,X,345,X
Business,"Total Establishments","Accommodation and food services",2100,X,2362,X,2948,X,2012,X,1965,X
Business,"Total Establishments","Other services (except public administration)",1857,X,2024,X,2501,X,1806,X,1912,X
Business,"Total Establishments","Industries not classified",66,X,80,X,86,X,45,X,55,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
