Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Workers,Industry,"Other services, except public administration",16297,"(+/- 2473 )",20820,"(+/- 2543 )",15606,"(+/- 2395 )",16101,"(+/- 2277 )",22541,"(+/- 2803 )",20470,"(+/- 2618 )",16058,"(+/- 2302 )",15858,"(+/- 2507 )",18830,"(+/- 3762 )",15560,"(+/- 2486 )",20748,"(+/- 3115 )",17231,"(+/- 2371 )",20096,"(+/- 2001 )",22398,"(+/- 2871 )",16703,"(+/- 2353 )",13377,"(+/- 2468 )",13625,"(+/- 2465 )",16068,"(+/- 2065 )",19214,"(+/- 2209 )",15628,"(+/- 2609 )",11653,"(+/- 2177 )",17223,"(+/- 2636 )",13909,"(+/- 2856 )",20643,"(+/- 2747 )",17983,"(+/- 2302 )",20567,"(+/- 3366 )",19085,"(+/- 2105 )",27285,"(+/- 3447 )",28287,"(+/- 3138 )",26501,"(+/- 3419 )",17420,"(+/- 2565 )",18505,"(+/- 2415 )",16008,"(+/- 2482 )",29470,"(+/- 2979 )",17077,"(+/- 1935 )",19096,"(+/- 3018 )",22137,"(+/- 2315 )",17912,"(+/- 2121 )",18357,"(+/- 2683 )",16163,"(+/- 1927 )",17655,"(+/- 2397 )",15068,"(+/- 2594 )",21867,"(+/- 2984 )",18788,"(+/- 2313 )",17815,"(+/- 2216 )",24104,"(+/- 3082 )",20792,"(+/- 2842 )",21635,"(+/- 2436 )",17757,"(+/- 2835 )",21468,"(+/- 2428 )",17178,"(+/- 2504 )",14602,"(+/- 2119 )",20321,"(+/- 2636 )"
Workers,Industry,"Public administration",20337,"(+/- 2276 )",19158,"(+/- 2515 )",23823,"(+/- 2053 )",26176,"(+/- 2748 )",17150,"(+/- 2289 )",37438,"(+/- 3077 )",35982,"(+/- 3401 )",16052,"(+/- 2605 )",19027,"(+/- 2776 )",10163,"(+/- 1720 )",13194,"(+/- 1797 )",13569,"(+/- 2250 )",12707,"(+/- 1901 )",13449,"(+/- 2085 )",13062,"(+/- 1682 )",14081,"(+/- 1984 )",6482,"(+/- 1377 )",6794,"(+/- 1293 )",14132,"(+/- 2459 )",15429,"(+/- 2118 )",16489,"(+/- 2345 )",20597,"(+/- 2640 )",23609,"(+/- 2847 )",16240,"(+/- 2192 )",17067,"(+/- 1892 )",16939,"(+/- 2138 )",17404,"(+/- 1999 )",11204,"(+/- 1761 )",8767,"(+/- 1745 )",9223,"(+/- 1523 )",16036,"(+/- 2340 )",12063,"(+/- 1687 )",8347,"(+/- 1473 )",8873,"(+/- 1292 )",10576,"(+/- 1711 )",10192,"(+/- 1792 )",10971,"(+/- 1971 )",13378,"(+/- 1837 )",14134,"(+/- 1729 )",9363,"(+/- 1363 )",14325,"(+/- 1955 )",20756,"(+/- 2622 )",12281,"(+/- 2160 )",9585,"(+/- 1648 )",10058,"(+/- 1608 )",6487,"(+/- 1267 )",15721,"(+/- 2245 )",8861,"(+/- 1358 )",13100,"(+/- 1655 )",17370,"(+/- 2410 )",19203,"(+/- 2677 )",15736,"(+/- 2441 )",24984,"(+/- 3065 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",300375,"(+/- 6291 )",340082,"(+/- 6116 )",329888,"(+/- 6898 )",331797,"(+/- 6716 )",367101,"(+/- 6555 )",347631,"(+/- 7867 )",351301,"(+/- 7506 )",268676,"(+/- 8499 )",334707,"(+/- 9251 )",331292,"(+/- 7449 )",369983,"(+/- 7674 )",473353,"(+/- 8371 )",398084,"(+/- 6147 )",412984,"(+/- 7337 )",412477,"(+/- 7629 )",277341,"(+/- 8666 )",409853,"(+/- 9046 )",387640,"(+/- 9335 )",396879,"(+/- 8527 )",342660,"(+/- 5961 )",277094,"(+/- 8169 )",323683,"(+/- 8175 )",291455,"(+/- 7437 )",355698,"(+/- 6482 )",321054,"(+/- 7642 )",357205,"(+/- 6596 )",353864,"(+/- 8907 )",396766,"(+/- 10100 )",354467,"(+/- 11849 )",416589,"(+/- 12731 )",336591,"(+/- 9263 )",351544,"(+/- 7102 )",363631,"(+/- 10051 )",391507,"(+/- 12940 )",329928,"(+/- 8927 )",291187,"(+/- 8674 )",366787,"(+/- 11705 )",343057,"(+/- 8616 )",365717,"(+/- 7740 )",324761,"(+/- 8407 )",344744,"(+/- 8442 )",362714,"(+/- 9243 )",352672,"(+/- 11382 )",307601,"(+/- 9957 )",393531,"(+/- 8782 )",369316,"(+/- 9179 )",361416,"(+/- 9322 )",369298,"(+/- 7693 )",350744,"(+/- 7731 )",362943,"(+/- 9115 )",299275,"(+/- 10095 )",393429,"(+/- 11463 )",393129,"(+/- 11874 )"
Workers,"Class of Worker","Private wage and salary workers",213258,"(+/- 6568 )",231755,"(+/- 5957 )",233903,"(+/- 7164 )",241224,"(+/- 6931 )",284601,"(+/- 6739 )",248242,"(+/- 7383 )",254083,"(+/- 7581 )",196647,"(+/- 8121 )",260486,"(+/- 8722 )",267310,"(+/- 7256 )",291792,"(+/- 8585 )",390051,"(+/- 9048 )",299110,"(+/- 5927 )",332110,"(+/- 7174 )",343165,"(+/- 7496 )",215017,"(+/- 7523 )",363621,"(+/- 9556 )",326053,"(+/- 8777 )",323157,"(+/- 8614 )",260602,"(+/- 6731 )",223037,"(+/- 7837 )",239367,"(+/- 8300 )",206880,"(+/- 6686 )",264536,"(+/- 6885 )",244439,"(+/- 7223 )",280217,"(+/- 6607 )",274415,"(+/- 7811 )",305148,"(+/- 9217 )",282109,"(+/- 10407 )",328269,"(+/- 11253 )",265939,"(+/- 9741 )",288949,"(+/- 6398 )",284725,"(+/- 8821 )",310996,"(+/- 11001 )",269107,"(+/- 8149 )",230412,"(+/- 8170 )",289188,"(+/- 10835 )",277066,"(+/- 8217 )",292977,"(+/- 7522 )",271417,"(+/- 8521 )",274546,"(+/- 8176 )",281658,"(+/- 9662 )",276973,"(+/- 10002 )",251678,"(+/- 9741 )",321667,"(+/- 8357 )",315039,"(+/- 9290 )",287500,"(+/- 8702 )",296859,"(+/- 7266 )",282856,"(+/- 7655 )",281530,"(+/- 8607 )",226190,"(+/- 9134 )",315426,"(+/- 11428 )",296845,"(+/- 11422 )"
Workers,"Class of Worker","Government workers",54393,"(+/- 3517 )",56326,"(+/- 4073 )",71445,"(+/- 4232 )",57124,"(+/- 4185 )",50820,"(+/- 3596 )",75452,"(+/- 3882 )",71593,"(+/- 4668 )",47516,"(+/- 4226 )",52037,"(+/- 3973 )",41440,"(+/- 3386 )",47763,"(+/- 3649 )",48021,"(+/- 4429 )",60149,"(+/- 3592 )",47049,"(+/- 3281 )",46908,"(+/- 3316 )",46065,"(+/- 3608 )",27487,"(+/- 2477 )",31963,"(+/- 2854 )",48386,"(+/- 4271 )",51214,"(+/- 3624 )",38887,"(+/- 3622 )",61347,"(+/- 4362 )",60653,"(+/- 4544 )",58308,"(+/- 4200 )",50628,"(+/- 3661 )",49430,"(+/- 3600 )",50667,"(+/- 3381 )",36980,"(+/- 3330 )",32267,"(+/- 3033 )",36574,"(+/- 3088 )",54176,"(+/- 3961 )",40702,"(+/- 3028 )",34693,"(+/- 2369 )",31157,"(+/- 2500 )",38858,"(+/- 3357 )",36086,"(+/- 3156 )",41057,"(+/- 4317 )",48745,"(+/- 3042 )",48778,"(+/- 3628 )",30253,"(+/- 2394 )",51201,"(+/- 3876 )",55644,"(+/- 4041 )",45232,"(+/- 4104 )",35080,"(+/- 3008 )",40674,"(+/- 3373 )",27466,"(+/- 2777 )",49842,"(+/- 3954 )",35059,"(+/- 2933 )",37123,"(+/- 3048 )",47506,"(+/- 3822 )",50609,"(+/- 3562 )",49229,"(+/- 3907 )",69325,"(+/- 5045 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",31751,"(+/- 3460 )",50685,"(+/- 3439 )",24125,"(+/- 2710 )",33131,"(+/- 3467 )",31232,"(+/- 3220 )",23306,"(+/- 2409 )",25100,"(+/- 2779 )",24292,"(+/- 3520 )",21490,"(+/- 3224 )",21572,"(+/- 2658 )",29400,"(+/- 2972 )",34793,"(+/- 3344 )",37857,"(+/- 4057 )",33122,"(+/- 3332 )",21754,"(+/- 2534 )",15442,"(+/- 2234 )",18541,"(+/- 2028 )",29154,"(+/- 2761 )",24626,"(+/- 2383 )",29983,"(+/- 2533 )",14757,"(+/- 2223 )",21788,"(+/- 2298 )",23589,"(+/- 2913 )",31885,"(+/- 2634 )",25493,"(+/- 3016 )",26861,"(+/- 2891 )",28261,"(+/- 3013 )",54244,"(+/- 3573 )",39765,"(+/- 3624 )",50707,"(+/- 4028 )",16030,"(+/- 2450 )",21579,"(+/- 2550 )",43337,"(+/- 3413 )",48791,"(+/- 4356 )",21293,"(+/- 2721 )",24264,"(+/- 2249 )",36096,"(+/- 3067 )",16998,"(+/- 2051 )",23041,"(+/- 2102 )",22734,"(+/- 2691 )",18668,"(+/- 2160 )",24947,"(+/- 3121 )",29508,"(+/- 3008 )",20402,"(+/- 2201 )",30328,"(+/- 3252 )",26628,"(+/- 2976 )",23533,"(+/- 2457 )",36203,"(+/- 2988 )",29905,"(+/- 3561 )",33329,"(+/- 4041 )",22122,"(+/- 2644 )",28283,"(+/- 3266 )",26590,"(+/- 3037 )"
Workers,"Class of Worker","Unpaid family workers",973,"(+/- 471 )",1316,"(+/- 700 )",415,"(+/- 301 )",318,"(+/- 365 )",448,"(+/- 323 )",631,"(+/- 444 )",525,"(+/- 284 )",221,"(+/- 246 )",694,"(+/- 624 )",970,"(+/- 797 )",1028,"(+/- 844 )",488,"(+/- 359 )",968,"(+/- 557 )",703,"(+/- 361 )",650,"(+/- 331 )",817,"(+/- 399 )",204,"(+/- 150 )",470,"(+/- 291 )",710,"(+/- 331 )",861,"(+/- 681 )",413,"(+/- 298 )",1181,"(+/- 843 )",333,"(+/- 267 )",969,"(+/- 501 )",494,"(+/- 296 )",697,"(+/- 408 )",521,"(+/- 338 )",394,"(+/- 262 )",326,"(+/- 234 )",1039,"(+/- 464 )",446,"(+/- 386 )",314,"(+/- 258 )",876,"(+/- 381 )",563,"(+/- 349 )",670,"(+/- 444 )",425,"(+/- 278 )",446,"(+/- 262 )",248,"(+/- 217 )",921,"(+/- 355 )",357,"(+/- 273 )",329,"(+/- 317 )",465,"(+/- 267 )",959,"(+/- 486 )",441,"(+/- 374 )",862,"(+/- 530 )",183,"(+/- 177 )",541,"(+/- 277 )",1177,"(+/- 571 )",860,"(+/- 498 )",578,"(+/- 310 )",354,"(+/- 274 )",491,"(+/- 311 )",369,"(+/- 311 )"
Housing,"Housing Occupancy","Total housing units",330193,"(+/- 3255 )",322256,"(+/- 2820 )",272320,"(+/- 3067 )",361353,"(+/- 3155 )",287187,"(+/- 3806 )",292317,"(+/- 4455 )",275316,"(+/- 4128 )",300582,"(+/- 4747 )",252568,"(+/- 4409 )",248676,"(+/- 2760 )",285066,"(+/- 3452 )",363178,"(+/- 2056 )",303161,"(+/- 3864 )",265781,"(+/- 2731 )",267251,"(+/- 4513 )",226110,"(+/- 3682 )",270458,"(+/- 5051 )",286266,"(+/- 4977 )",239821,"(+/- 4542 )",250973,"(+/- 1867 )",207010,"(+/- 4236 )",258846,"(+/- 4444 )",269961,"(+/- 4633 )",283456,"(+/- 1605 )",229818,"(+/- 5116 )",247105,"(+/- 2021 )",262156,"(+/- 5186 )",329410,"(+/- 6016 )",223806,"(+/- 5006 )",294339,"(+/- 6401 )",243979,"(+/- 4313 )",204861,"(+/- 4104 )",326448,"(+/- 6827 )",275827,"(+/- 6045 )",204443,"(+/- 4073 )",373348,"(+/- 5087 )",298878,"(+/- 6628 )",212868,"(+/- 4716 )",237021,"(+/- 4109 )",190279,"(+/- 4180 )",197450,"(+/- 4626 )",240655,"(+/- 4562 )",258334,"(+/- 5558 )",194863,"(+/- 4175 )",289849,"(+/- 4957 )",196441,"(+/- 4557 )",258080,"(+/- 5426 )",290706,"(+/- 5128 )",285539,"(+/- 5926 )",257924,"(+/- 4051 )",230777,"(+/- 5603 )",309435,"(+/- 6783 )",292525,"(+/- 4882 )"
Housing,"Housing Occupancy","Occupied housing units",282678,"(+/- 4062 )",278942,"(+/- 3964 )",251430,"(+/- 3795 )",280226,"(+/- 4269 )",265405,"(+/- 4377 )",277502,"(+/- 4450 )",263770,"(+/- 3961 )",227852,"(+/- 4188 )",236131,"(+/- 4307 )",237723,"(+/- 3438 )",267976,"(+/- 3750 )",328247,"(+/- 4412 )",286121,"(+/- 3586 )",252322,"(+/- 3308 )",253687,"(+/- 4364 )",213382,"(+/- 3606 )",253748,"(+/- 4853 )",269056,"(+/- 4701 )",228985,"(+/- 4490 )",224309,"(+/- 3344 )",191271,"(+/- 3830 )",244440,"(+/- 4336 )",241420,"(+/- 4076 )",255648,"(+/- 3420 )",217168,"(+/- 4752 )",232050,"(+/- 2121 )",240261,"(+/- 4582 )",298448,"(+/- 5881 )",212129,"(+/- 5172 )",280607,"(+/- 6347 )",224483,"(+/- 3861 )",194974,"(+/- 4037 )",290376,"(+/- 6193 )",254775,"(+/- 5744 )",192450,"(+/- 3816 )",276677,"(+/- 5621 )",274250,"(+/- 6322 )",206255,"(+/- 4561 )",226049,"(+/- 3809 )",184167,"(+/- 4131 )",186332,"(+/- 4464 )",228811,"(+/- 4075 )",242994,"(+/- 4917 )",187699,"(+/- 3986 )",275654,"(+/- 5046 )",188471,"(+/- 4276 )",246627,"(+/- 5454 )",266038,"(+/- 5122 )",261728,"(+/- 5151 )",241359,"(+/- 4091 )",203666,"(+/- 5304 )",286069,"(+/- 6501 )",272259,"(+/- 5598 )"
Housing,"Housing Occupancy","Vacant housing units",47515,"(+/- 3293 )",43314,"(+/- 3534 )",20890,"(+/- 2483 )",81127,"(+/- 3785 )",21782,"(+/- 2872 )",14815,"(+/- 2428 )",11546,"(+/- 2264 )",72730,"(+/- 3812 )",16437,"(+/- 2072 )",10953,"(+/- 2007 )",17090,"(+/- 2210 )",34931,"(+/- 4177 )",17040,"(+/- 2346 )",13459,"(+/- 2100 )",13564,"(+/- 2246 )",12728,"(+/- 1876 )",16710,"(+/- 2375 )",17210,"(+/- 2433 )",10836,"(+/- 1813 )",26664,"(+/- 3109 )",15739,"(+/- 2118 )",14406,"(+/- 2340 )",28541,"(+/- 3461 )",27808,"(+/- 3114 )",12650,"(+/- 1937 )",15055,"(+/- 2386 )",21895,"(+/- 2932 )",30962,"(+/- 3113 )",11677,"(+/- 1805 )",13732,"(+/- 2148 )",19496,"(+/- 2170 )",9887,"(+/- 1644 )",36072,"(+/- 3658 )",21052,"(+/- 2464 )",11993,"(+/- 1915 )",96671,"(+/- 4377 )",24628,"(+/- 2496 )",6613,"(+/- 1505 )",10972,"(+/- 2393 )",6112,"(+/- 1150 )",11118,"(+/- 1677 )",11844,"(+/- 2302 )",15340,"(+/- 2681 )",7164,"(+/- 1320 )",14195,"(+/- 2908 )",7970,"(+/- 1501 )",11453,"(+/- 2045 )",24668,"(+/- 2958 )",23811,"(+/- 2997 )",16565,"(+/- 2135 )",27111,"(+/- 2842 )",23366,"(+/- 3228 )",20266,"(+/- 3008 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.4 )",0.9,"(+/- 0.4 )",1.1,"(+/- 0.5 )",1.4,"(+/- 0.5 )",0.7,"(+/- 0.4 )",1.3,"(+/- 0.6 )",1.3,"(+/- 0.5 )",1.4,"(+/- 0.7 )",1.4,"(+/- 0.5 )",0.7,"(+/- 0.5 )",0.4,"(+/- 0.3 )",0.9,"(+/- 1.0 )",0.6,"(+/- 0.4 )",0.6,"(+/- 0.4 )",0.4,"(+/- 0.3 )",0.6,"(+/- 0.4 )",0.7,"(+/- 0.5 )",0.3,"(+/- 0.4 )",0.1,"(+/- 0.1 )",1.0,"(+/- 0.6 )",1.8,"(+/- 0.8 )",0.9,"(+/- 0.5 )",2.3,"(+/- 0.8 )",1.2,"(+/- 0.5 )",1.3,"(+/- 0.6 )",1.0,"(+/- 0.5 )",0.9,"(+/- 0.5 )",1.3,"(+/- 0.8 )",0.4,"(+/- 0.3 )",1.0,"(+/- 0.4 )",1.1,"(+/- 0.6 )",0.8,"(+/- 0.5 )",1.0,"(+/- 0.5 )",0.4,"(+/- 0.4 )",1.7,"(+/- 0.6 )",2.3,"(+/- 0.6 )",1.0,"(+/- 0.6 )",0.7,"(+/- 0.4 )",1.0,"(+/- 0.6 )",0.7,"(+/- 0.6 )",1.0,"(+/- 0.6 )",1.5,"(+/- 0.6 )",0.6,"(+/- 0.5 )",0.7,"(+/- 0.4 )",1.3,"(+/- 0.7 )",1.1,"(+/- 0.7 )",1.0,"(+/- 0.6 )",1.2,"(+/- 0.8 )",0.7,"(+/- 0.4 )",0.6,"(+/- 0.3 )",1.4,"(+/- 0.8 )",0.3,"(+/- 0.3 )",1.1,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.5,"(+/- 1.3 )",3.6,"(+/- 1.3 )",3.2,"(+/- 0.9 )",4.8,"(+/- 1.3 )",3.9,"(+/- 1.3 )",2.4,"(+/- 0.7 )",3.1,"(+/- 1.1 )",4.8,"(+/- 1.3 )",4.4,"(+/- 1.2 )",2.3,"(+/- 0.9 )",3.4,"(+/- 1.2 )",3.4,"(+/- 0.8 )",1.8,"(+/- 0.6 )",3.2,"(+/- 0.9 )",4.7,"(+/- 1.4 )",3.9,"(+/- 1.0 )",4.9,"(+/- 1.4 )",5.1,"(+/- 1.3 )",4.5,"(+/- 1.3 )",4.7,"(+/- 1.3 )",3.4,"(+/- 1.3 )",3.0,"(+/- 1.1 )",5.3,"(+/- 1.5 )",2.5,"(+/- 0.9 )",3.9,"(+/- 1.3 )",2.8,"(+/- 1.1 )",2.9,"(+/- 1.0 )",3.2,"(+/- 0.7 )",4.4,"(+/- 1.1 )",2.1,"(+/- 0.9 )",3.0,"(+/- 1.1 )",2.1,"(+/- 0.9 )",4.2,"(+/- 1.0 )",3.9,"(+/- 0.7 )",2.9,"(+/- 0.9 )",5.8,"(+/- 1.3 )",4.8,"(+/- 0.9 )",3.1,"(+/- 0.9 )",4.0,"(+/- 1.3 )",1.9,"(+/- 0.5 )",4.5,"(+/- 1.2 )",2.1,"(+/- 1.3 )",3.1,"(+/- 0.9 )",1.4,"(+/- 0.6 )",2.9,"(+/- 1.2 )",2.9,"(+/- 0.9 )",3.2,"(+/- 1.0 )",2.8,"(+/- 0.9 )",2.8,"(+/- 1.0 )",3.6,"(+/- 1.2 )",2.9,"(+/- 1.0 )",4.3,"(+/- 1.2 )",3.4,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",282678,"(+/- 4062 )",278942,"(+/- 3964 )",251430,"(+/- 3795 )",280226,"(+/- 4269 )",265405,"(+/- 4377 )",277502,"(+/- 4450 )",263770,"(+/- 3961 )",227852,"(+/- 4188 )",236131,"(+/- 4307 )",237723,"(+/- 3438 )",267976,"(+/- 3750 )",328247,"(+/- 4412 )",286121,"(+/- 3586 )",252322,"(+/- 3308 )",253687,"(+/- 4364 )",213382,"(+/- 3606 )",253748,"(+/- 4853 )",269056,"(+/- 4701 )",228985,"(+/- 4490 )",224309,"(+/- 3344 )",191271,"(+/- 3830 )",244440,"(+/- 4336 )",241420,"(+/- 4076 )",255648,"(+/- 3420 )",217168,"(+/- 4752 )",232050,"(+/- 2121 )",240261,"(+/- 4582 )",298448,"(+/- 5881 )",212129,"(+/- 5172 )",280607,"(+/- 6347 )",224483,"(+/- 3861 )",194974,"(+/- 4037 )",290376,"(+/- 6193 )",254775,"(+/- 5744 )",192450,"(+/- 3816 )",276677,"(+/- 5621 )",274250,"(+/- 6322 )",206255,"(+/- 4561 )",226049,"(+/- 3809 )",184167,"(+/- 4131 )",186332,"(+/- 4464 )",228811,"(+/- 4075 )",242994,"(+/- 4917 )",187699,"(+/- 3986 )",275654,"(+/- 5046 )",188471,"(+/- 4276 )",246627,"(+/- 5454 )",266038,"(+/- 5122 )",261728,"(+/- 5151 )",241359,"(+/- 4091 )",203666,"(+/- 5304 )",286069,"(+/- 6501 )",272259,"(+/- 5598 )"
Housing,"Housing Tenure",Owner-occupied,183009,"(+/- 4462 )",176840,"(+/- 4028 )",146798,"(+/- 3813 )",211876,"(+/- 4717 )",164539,"(+/- 3832 )",131469,"(+/- 4625 )",168951,"(+/- 4109 )",138434,"(+/- 5223 )",145284,"(+/- 4988 )",139703,"(+/- 4310 )",174047,"(+/- 4041 )",112318,"(+/- 4068 )",124546,"(+/- 3668 )",146501,"(+/- 3445 )",163076,"(+/- 4102 )",103927,"(+/- 4395 )",138280,"(+/- 3490 )",161856,"(+/- 4545 )",139228,"(+/- 3924 )",123436,"(+/- 3644 )",98488,"(+/- 3552 )",140843,"(+/- 4200 )",146141,"(+/- 5077 )",139648,"(+/- 3584 )",145682,"(+/- 4047 )",144582,"(+/- 3567 )",129484,"(+/- 4363 )",100468,"(+/- 3891 )",88169,"(+/- 3273 )",144837,"(+/- 4661 )",124302,"(+/- 3983 )",118566,"(+/- 4084 )",145347,"(+/- 4371 )",52629,"(+/- 2804 )",109514,"(+/- 3634 )",184860,"(+/- 5073 )",98484,"(+/- 3952 )",127994,"(+/- 3747 )",150643,"(+/- 4242 )",63718,"(+/- 3121 )",108720,"(+/- 4216 )",166056,"(+/- 5048 )",98355,"(+/- 3296 )",86459,"(+/- 3303 )",173828,"(+/- 5516 )",77220,"(+/- 3297 )",116181,"(+/- 4264 )",158781,"(+/- 5017 )",159377,"(+/- 4925 )",152858,"(+/- 4189 )",91260,"(+/- 4155 )",154978,"(+/- 4769 )",132500,"(+/- 5288 )"
Housing,"Housing Tenure",Renter-occupied,99669,"(+/- 4248 )",102102,"(+/- 4645 )",104632,"(+/- 4049 )",68350,"(+/- 4336 )",100866,"(+/- 4093 )",146033,"(+/- 4710 )",94819,"(+/- 4146 )",89418,"(+/- 4208 )",90847,"(+/- 4395 )",98020,"(+/- 4122 )",93929,"(+/- 4398 )",215929,"(+/- 5110 )",161575,"(+/- 4459 )",105821,"(+/- 3594 )",90611,"(+/- 4162 )",109455,"(+/- 4021 )",115468,"(+/- 3907 )",107200,"(+/- 4279 )",89757,"(+/- 3828 )",100873,"(+/- 3974 )",92783,"(+/- 3465 )",103597,"(+/- 4407 )",95279,"(+/- 4762 )",116000,"(+/- 3555 )",71486,"(+/- 3533 )",87468,"(+/- 3589 )",110777,"(+/- 4183 )",197980,"(+/- 5337 )",123960,"(+/- 4680 )",135770,"(+/- 5283 )",100181,"(+/- 4358 )",76408,"(+/- 3251 )",145029,"(+/- 5684 )",202146,"(+/- 5417 )",82936,"(+/- 3760 )",91817,"(+/- 4087 )",175766,"(+/- 5839 )",78261,"(+/- 3675 )",75406,"(+/- 3516 )",120449,"(+/- 3832 )",77612,"(+/- 4034 )",62755,"(+/- 3596 )",144639,"(+/- 4636 )",101240,"(+/- 4044 )",101826,"(+/- 4508 )",111251,"(+/- 3458 )",130446,"(+/- 4338 )",107257,"(+/- 4328 )",102351,"(+/- 4862 )",88501,"(+/- 4106 )",112406,"(+/- 4952 )",131091,"(+/- 5476 )",139759,"(+/- 5445 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.41,"(+/- 0.04 )",2.49,"(+/- 0.04 )",2.88,"(+/- 0.06 )",2.67,"(+/- 0.05 )",2.70,"(+/- 0.06 )",2.77,"(+/- 0.08 )",2.83,"(+/- 0.05 )",3.04,"(+/- 0.09 )",3.17,"(+/- 0.08 )",3.12,"(+/- 0.07 )",2.85,"(+/- 0.04 )",2.66,"(+/- 0.08 )",2.72,"(+/- 0.06 )",3.05,"(+/- 0.07 )",3.15,"(+/- 0.06 )",3.23,"(+/- 0.09 )",3.06,"(+/- 0.07 )",2.79,"(+/- 0.05 )",3.31,"(+/- 0.07 )",3.15,"(+/- 0.08 )",3.50,"(+/- 0.09 )",3.08,"(+/- 0.07 )",3.05,"(+/- 0.07 )",2.67,"(+/- 0.07 )",3.30,"(+/- 0.08 )",3.04,"(+/- 0.07 )",2.98,"(+/- 0.07 )",2.69,"(+/- 0.09 )",3.81,"(+/- 0.11 )",2.88,"(+/- 0.07 )",3.43,"(+/- 0.09 )",3.69,"(+/- 0.09 )",2.54,"(+/- 0.05 )",3.27,"(+/- 0.14 )",3.73,"(+/- 0.09 )",2.57,"(+/- 0.06 )",2.80,"(+/- 0.08 )",3.43,"(+/- 0.08 )",3.17,"(+/- 0.06 )",4.16,"(+/- 0.15 )",4.16,"(+/- 0.11 )",3.59,"(+/- 0.08 )",3.11,"(+/- 0.10 )",3.98,"(+/- 0.11 )",2.80,"(+/- 0.06 )",3.94,"(+/- 0.12 )",2.97,"(+/- 0.08 )",2.73,"(+/- 0.06 )",2.71,"(+/- 0.06 )",3.05,"(+/- 0.08 )",3.64,"(+/- 0.11 )",2.70,"(+/- 0.06 )",2.97,"(+/- 0.07 )"
