Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",76,G,70,H
Business,"Paid employees for pay period including March 12",Utilities,890,J,291,G
Business,"Paid employees for pay period including March 12",Construction,8839,G,9140,G
Business,"Paid employees for pay period including March 12",Manufacturing,19738,G,20393,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9189,G,10765,G
Business,"Paid employees for pay period including March 12","Retail trade",20175,G,28798,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5030,G,6471,G
Business,"Paid employees for pay period including March 12",Information,2760,G,4134,H
Business,"Paid employees for pay period including March 12","Finance and insurance",12358,H,14013,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2546,G,2789,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",10696,G,11944,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6535,J,3992,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",10474,G,12101,G
Business,"Paid employees for pay period including March 12","Educational services",20617,H,9504,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",41274,G,47140,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6190,H,4851,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",21423,G,26887,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8654,G,8723,G
Business,"Paid employees for pay period including March 12","Industries not classified",35,J,27,H
Business,"Annual payroll ($1,000)","Total for all sectors",9460295,G,10388822,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1661,H,6237,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4970,G,4968,H
Business,"Annual payroll ($1,000)",Utilities,97852,J,30597,G
Business,"Annual payroll ($1,000)",Construction,572763,G,577605,G
Business,"Annual payroll ($1,000)",Manufacturing,1045960,G,1227373,G
Business,"Annual payroll ($1,000)","Wholesale trade",668316,G,761491,G
Business,"Annual payroll ($1,000)","Retail trade",618390,G,829350,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",188768,G,262479,G
Business,"Annual payroll ($1,000)",Information,168349,G,299562,H
Business,"Annual payroll ($1,000)","Finance and insurance",954794,G,1252797,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",123577,G,127386,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",718983,G,710491,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",509255,J,354642,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",433799,G,420873,G
Business,"Annual payroll ($1,000)","Educational services",737957,H,316506,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1726817,G,2266238,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",193035,H,118197,G
Business,"Annual payroll ($1,000)","Accommodation and food services",424622,G,534540,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",269454,G,287021,G
Business,"Annual payroll ($1,000)","Industries not classified",973,G,469,H
Business,"Total Establishments","Total for all sectors",13558,X,14837,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",15,X,24,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",6,X,9,X
Business,"Total Establishments",Utilities,20,X,19,X
Business,"Total Establishments",Construction,1402,X,1710,X
Business,"Total Establishments",Manufacturing,695,X,674,X
Business,"Total Establishments","Wholesale trade",622,X,653,X
Business,"Total Establishments","Retail trade",1744,X,2030,X
Business,"Total Establishments","Transportation and warehousing",328,X,367,X
Business,"Total Establishments",Information,207,X,241,X
Business,"Total Establishments","Finance and insurance",611,X,730,X
Business,"Total Establishments","Real estate and rental and leasing",546,X,547,X
Business,"Total Establishments","Professional, scientific, and technical services",1419,X,1573,X
Business,"Total Establishments","Management of companies and enterprises",120,X,83,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",764,X,963,X
Business,"Total Establishments","Educational services",218,X,187,X
Business,"Total Establishments","Health care and social assistance",1656,X,1624,X
Business,"Total Establishments","Arts, entertainment, and recreation",271,X,281,X
Business,"Total Establishments","Accommodation and food services",1465,X,1626,X
Business,"Total Establishments","Other services (except public administration)",1423,X,1473,X
Business,"Total Establishments","Industries not classified",26,X,23,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
